,Crop_Year,Season,Crop,Area,Production
1132,2005,Kharif     ,Sannhamp,4556,3423.8
1133,2005,Kharif     ,Sesamum,1501385,499106.4
1134,2005,Kharif     ,Small millets,530596,227585
1135,2005,Kharif     ,Soyabean,7994672,8557124
1136,2005,Kharif     ,Sugarcane,2656682,164284324.1
1137,2005,Kharif     ,Sunflower,832397,410032
1138,2005,Kharif     ,Tapioca,300,1222
1139,2005,Kharif     ,Tobacco,4,1.3
1140,2005,Kharif     ,Turmeric,159,101.1
1141,2005,Kharif     ,Urad,1800201,695673.3
1142,2005,Kharif     ,Wheat,436,59.4
1143,2005,Kharif     ,other oilseeds,1386,667.6
1144,2005,Rabi       ,Arhar/Tur,16093.46,19615.83
1145,2005,Rabi       ,Bajra,12185,9855
1146,2005,Rabi       ,Barley,614635,1184673
1147,2005,Rabi       ,Castor seed,45,37
1148,2005,Rabi       ,Coriander,143,17
1149,2005,Rabi       ,Dry chillies,46726,125346
1150,2005,Rabi       ,Garlic,2986,1965
1151,2005,Rabi       ,Gram,6819432.26,5575267.67
1152,2005,Rabi       ,Groundnut,433534,604187
1153,2005,Rabi       ,Horse-gram,197046,76226
1154,2005,Rabi       ,Jowar,1504009,1343953
1155,2005,Rabi       ,Khesari,590364,317439
1156,2005,Rabi       ,Linseed,373510,146198
1157,2005,Rabi       ,Maize,461053,1913395
1158,2005,Rabi       ,Masoor,884456.21,511130.18
1159,2005,Rabi       ,Moong(Green Gram),158894,51710
1160,2005,Rabi       ,Onion,29405.12,467932.89
1161,2005,Rabi       ,Other  Rabi pulses,180677,106286
1162,2005,Rabi       ,Other Cereals & Millets,19871,23615
1163,2005,Rabi       ,Peas & beans (Pulses),327325,223751
1164,2005,Rabi       ,Potato,463958.34,10193607.14
1165,2005,Rabi       ,Ragi,55354,103169
1166,2005,Rabi       ,Rapeseed &Mustard,7003463.03,7892557.49
1167,2005,Rabi       ,Rice,1502144,5427264
1168,2005,Rabi       ,Safflower,363053,229768
1169,2005,Rabi       ,Sesamum,41384,13702
1170,2005,Rabi       ,Small millets,2324,2520
1171,2005,Rabi       ,Sugarcane,270,3380
1172,2005,Rabi       ,Sunflower,968388,522578
1173,2005,Rabi       ,Turmeric,979,4364
1174,2005,Rabi       ,Urad,409952,255772
1175,2005,Rabi       ,Wheat,26204376.23,67299024
1176,2005,Rabi       ,other oilseeds,184,156
1177,2005,Summer     ,Bajra,165317,375589
1178,2005,Summer     ,Dry chillies,6715,17719
1179,2005,Summer     ,Groundnut,247420,387424.3
1180,2005,Summer     ,Horse-gram,439,84.1
1181,2005,Summer     ,Jowar,5708,9669
1182,2005,Summer     ,Maize,188882,467174.6
1183,2005,Summer     ,Moong(Green Gram),305103,139744
1184,2005,Summer     ,Onion,4075,67545
1185,2005,Summer     ,Peas & beans (Pulses),525,2655
1186,2005,Summer     ,Potato,317,5078
1187,2005,Summer     ,Ragi,8549,18354.7
1188,2005,Summer     ,Rice,2608309,6924986
1189,2005,Summer     ,Sesamum,10331,2786.6
1190,2005,Summer     ,Sunflower,69772,61115
1191,2005,Summer     ,Urad,6515,2558.5
1192,2005,Summer     ,Wheat,3276,4484.3
1193,2005,Whole Year ,Arecanut,370899.45,1277409.46
1194,2005,Whole Year ,Banana,348842.8,9756691.13
1195,2005,Whole Year ,Black pepper,257875.45,122121.05
1196,2005,Whole Year ,Cardamom,68942,13829
1197,2005,Whole Year ,Cashewnut,388305.5,179784.02
1198,2005,Whole Year ,Coconut ,1841988.02,7453185366
1199,2005,Whole Year ,Coriander,206920,169332
1200,2005,Whole Year ,Cotton(lint),413310,585498
1201,2005,Whole Year ,Dry chillies,179382.7,162504.6
1202,2005,Whole Year ,Dry ginger,45843,413436
1203,2005,Whole Year ,Garlic,90123,460578
1204,2005,Whole Year ,Groundnut,48818,83116
1205,2005,Whole Year ,Guar seed,2658975,721007
1206,2005,Whole Year ,Mesta,2097,2662
1207,2005,Whole Year ,Oilseeds total,27566,23695
1208,2005,Whole Year ,Onion,246697,3937782
1209,2005,Whole Year ,Potato,748383,11981581
1210,2005,Whole Year ,Rice,56460,107740
1211,2005,Whole Year ,Sannhamp,8235,15554
1212,2005,Whole Year ,Sesamum,148628,136072
1213,2005,Whole Year ,Sugarcane,1543367.7,120279102.1
1214,2005,Whole Year ,Sunflower,444264,297556
1215,2005,Whole Year ,Sweet potato,52365.9,498813.35
1216,2005,Whole Year ,Tapioca,240803.5,7594285
1217,2005,Whole Year ,Tobacco,357222,534523
1218,2005,Whole Year ,Turmeric,136046.7,755169
1219,2005,Whole Year ,other oilseeds,53.55,34.2
1220,2005,Winter     ,Gram,137,162
1221,2005,Winter     ,Groundnut,3171,2828.3
1222,2005,Winter     ,Horse-gram,75000,20902.4
1223,2005,Winter     ,Maize,5786,12840.4
1224,2005,Winter     ,Moong(Green Gram),104909,19315.8
1225,2005,Winter     ,Potato,24809.2,188333.96
1226,2005,Winter     ,Ragi,38975,23718.1
1227,2005,Winter     ,Rapeseed &Mustard,17402,3331.4
1228,2005,Winter     ,Rice,12984331.25,21994324
1229,2005,Winter     ,Sesamum,41371,9866.1
1230,2005,Winter     ,Sugarcane,17863,1195488.3
1231,2005,Winter     ,Urad,100077,25770.7
1232,2005,Winter     ,Wheat,750,1500
1233,2006,Autumn     ,Groundnut,32928,28795.7
1234,2006,Autumn     ,Jute,4858,47835
1235,2006,Autumn     ,Maize,129172.78,198898.8
1236,2006,Autumn     ,Moong(Green Gram),22715,5200.2
1237,2006,Autumn     ,Ragi,57651.89,40633.7
1238,2006,Autumn     ,Rice,2238456.05,2696570.35
1239,2006,Autumn     ,Sesamum,3320,610
1240,2006,Autumn     ,Urad,27628,5991.5
1241,2006,Kharif     ,Arecanut,63,82
1242,2006,Kharif     ,Arhar/Tur,3244448,2098728
1243,2006,Kharif     ,Bajra,9236964,7799351
1244,2006,Kharif     ,Banana,6727,82257
1245,2006,Kharif     ,Black pepper,12,7
1246,2006,Kharif     ,Cardamom,900,1440
1247,2006,Kharif     ,Castor seed,661673,803286
1248,2006,Kharif     ,Coconut ,195,48750
1249,2006,Kharif     ,Cotton(lint),8577289,20129218
1250,2006,Kharif     ,Dry chillies,165510,610256
1251,2006,Kharif     ,Dry ginger,35752,122266
1252,2006,Kharif     ,Gram,134069,18350
1253,2006,Kharif     ,Groundnut,4470195,3189531
1254,2006,Kharif     ,Horse-gram,212012,78903
1255,2006,Kharif     ,Jowar,3481811,3485944
1256,2006,Kharif     ,Jute,793025,10350705
1257,2006,Kharif     ,Maize,6218930,10195481
1258,2006,Kharif     ,Mesta,101860,849790
1259,2006,Kharif     ,Moong(Green Gram),2338016,762003
1260,2006,Kharif     ,Moth,1197300,206256
1261,2006,Kharif     ,Niger seed,291627,69278
1262,2006,Kharif     ,Onion,18601,306843
1263,2006,Kharif     ,Other Cereals & Millets,16740,8560
1264,2006,Kharif     ,Other Kharif pulses,929953,518891
1265,2006,Kharif     ,Peas & beans (Pulses),8260,5360
1266,2006,Kharif     ,Potato,14194,124053
1267,2006,Kharif     ,Ragi,928785,986202
1268,2006,Kharif     ,Rapeseed &Mustard,3691,974
1269,2006,Kharif     ,Rice,24233288.17,53739669.26
1270,2006,Kharif     ,Sannhamp,6588,3945
1271,2006,Kharif     ,Sesamum,1073976,346170
1272,2006,Kharif     ,Small millets,817282,377138
1273,2006,Kharif     ,Soyabean,8199577,8817503
1274,2006,Kharif     ,Sugarcane,2249020,134333085
1275,2006,Kharif     ,Sunflower,738059,255460
1276,2006,Kharif     ,Sweet potato,18853,257323
1277,2006,Kharif     ,Tapioca,4350,35011
1278,2006,Kharif     ,Turmeric,187,99
1279,2006,Kharif     ,Urad,1594389,584050
1280,2006,Kharif     ,other oilseeds,4441,4600
1281,2006,Rabi       ,Arecanut,12081,16561
1282,2006,Rabi       ,Arhar/Tur,23559.83,24930
1283,2006,Rabi       ,Bajra,12125,7029
1284,2006,Rabi       ,Banana,60,1500
1285,2006,Rabi       ,Barley,556516,1247945
1286,2006,Rabi       ,Castor seed,91,70
1287,2006,Rabi       ,Coriander,144,30
1288,2006,Rabi       ,Cotton(lint),7208,7738
1289,2006,Rabi       ,Dry chillies,50943,157362
1290,2006,Rabi       ,Garlic,34864,142894
1291,2006,Rabi       ,Gram,7485590.57,6375621
1292,2006,Rabi       ,Groundnut,374018,526780
1293,2006,Rabi       ,Horse-gram,271365,91665
1294,2006,Rabi       ,Jowar,4649353,3177755
1295,2006,Rabi       ,Jute,4311,37446
1296,2006,Rabi       ,Khesari,605929,372464
1297,2006,Rabi       ,Linseed,361001,138695
1298,2006,Rabi       ,Maize,567293,2354075
1299,2006,Rabi       ,Masoor,1464987.51,908202
1300,2006,Rabi       ,Moong(Green Gram),175636,74530
1301,2006,Rabi       ,Onion,23772.72,441287
1302,2006,Rabi       ,Other  Rabi pulses,535121,480178
1303,2006,Rabi       ,Other Cereals & Millets,48622,65368
1304,2006,Rabi       ,Peas & beans (Pulses),297696,193242
1305,2006,Rabi       ,Potato,517427.72,10660154
1306,2006,Rabi       ,Ragi,65791,79545
1307,2006,Rabi       ,Rapeseed &Mustard,6452195.5,7080767
1308,2006,Rabi       ,Rice,1418653,5138694
1309,2006,Rabi       ,Safflower,375524,239173
1310,2006,Rabi       ,Sesamum,40932,13185
1311,2006,Rabi       ,Small millets,5632,10037
1312,2006,Rabi       ,Sugarcane,290,4850
1313,2006,Rabi       ,Sunflower,839108,340865
1314,2006,Rabi       ,Sweet potato,4947,16406
1315,2006,Rabi       ,Tobacco,23936,124082
1316,2006,Rabi       ,Turmeric,3537,19975
1317,2006,Rabi       ,Urad,484797,364056
1318,2006,Rabi       ,Wheat,27910433.04,77289825
1319,2006,Rabi       ,other oilseeds,1501,1576
1320,2006,Summer     ,Bajra,184636,429915
1321,2006,Summer     ,Banana,1230,15820
1322,2006,Summer     ,Cotton(lint),57,40
1323,2006,Summer     ,Dry chillies,4,10
1324,2006,Summer     ,Dry ginger,550,910
1325,2006,Summer     ,Groundnut,250629,379098.3
1326,2006,Summer     ,Horse-gram,197,25.4
1327,2006,Summer     ,Jowar,4801,7214
1328,2006,Summer     ,Maize,237899,727982.3
1329,2006,Summer     ,Moong(Green Gram),306304,127278.2
1330,2006,Summer     ,Onion,13655,154430
1331,2006,Summer     ,Potato,850,4440
1332,2006,Summer     ,Ragi,7281,14913.7
1333,2006,Summer     ,Rice,2553167,7192732
1334,2006,Summer     ,Sesamum,9607,2417
1335,2006,Summer     ,Sugarcane,10,330
1336,2006,Summer     ,Sunflower,79689,73537
1337,2006,Summer     ,Tobacco,490,1445
1338,2006,Summer     ,Turmeric,30,20
1339,2006,Summer     ,Urad,6118,2162.1
1340,2006,Summer     ,Wheat,3913,5802.3
1341,2006,Whole Year ,Arecanut,373865,513361.3
1342,2006,Whole Year ,Arhar/Tur,29127,21334
1343,2006,Whole Year ,Bajra,65512,98969
1344,2006,Whole Year ,Banana,350117.57,11297515
1345,2006,Whole Year ,Black pepper,235396.26,95227
1346,2006,Whole Year ,Cardamom,72504,13172
1347,2006,Whole Year ,Cashewnut,375398,175099.13
1348,2006,Whole Year ,Castor seed,5289,2031
1349,2006,Whole Year ,Coconut ,1846808.09,8092518403
1350,2006,Whole Year ,Coriander,305650,227273
1351,2006,Whole Year ,Cotton(lint),476321,757193
1352,2006,Whole Year ,Dry chillies,368253.32,339706
1353,2006,Whole Year ,Dry ginger,41255.56,356481
1354,2006,Whole Year ,Garlic,101249,514490
1355,2006,Whole Year ,Gram,5933,4188
1356,2006,Whole Year ,Groundnut,565427,1104721
1357,2006,Whole Year ,Guar seed,3032507,759480
1358,2006,Whole Year ,Horse-gram,55635,32549
1359,2006,Whole Year ,Jowar,294376,293940
1360,2006,Whole Year ,Maize,197782,759112
1361,2006,Whole Year ,Mesta,1998,2667
1362,2006,Whole Year ,Moong(Green Gram),134071,77404
1363,2006,Whole Year ,Oilseeds total,32160,29265
1364,2006,Whole Year ,Onion,319915,3300596
1365,2006,Whole Year ,Potato,696523,8540153
1366,2006,Whole Year ,Ragi,95478,148148
1367,2006,Whole Year ,Rapeseed &Mustard,344,1508
1368,2006,Whole Year ,Sannhamp,4612,14581
1369,2006,Whole Year ,Sesamum,499746,301309
1370,2006,Whole Year ,Sugarcane,1538027.89,133037707
1371,2006,Whole Year ,Sunflower,471887,377321
1372,2006,Whole Year ,Sweet potato,22292.4,133580
1373,2006,Whole Year ,Tapioca,250321.03,8385088
1374,2006,Whole Year ,Tobacco,307139,354477
1375,2006,Whole Year ,Turmeric,134665.5,668853.03
1376,2006,Whole Year ,Urad,251014,143053
1377,2006,Whole Year ,other oilseeds,59.62,36.38
1378,2006,Winter     ,Gram,115,141
1379,2006,Winter     ,Groundnut,3535,4053.2
1380,2006,Winter     ,Horse-gram,73305,21139.6
1381,2006,Winter     ,Maize,5894,15469.4
1382,2006,Winter     ,Moong(Green Gram),85385,17672.5
1383,2006,Winter     ,Potato,28869.26,236675.7
1384,2006,Winter     ,Ragi,39905,27462.8
1385,2006,Winter     ,Rapeseed &Mustard,15163,2579.1
1386,2006,Winter     ,Rice,12823233.37,22909692.73
1387,2006,Winter     ,Sesamum,37449,7667.9
1388,2006,Winter     ,Sugarcane,21262,1367730.6
1389,2006,Winter     ,Urad,92126,28529.6
1390,2006,Winter     ,Wheat,750,1550
1391,2007,Autumn     ,Groundnut,31474,30631.8
1392,2007,Autumn     ,Jute,5818,49836
1393,2007,Autumn     ,Maize,404316.31,538131.6
1394,2007,Autumn     ,Moong(Green Gram),23687,5929.2
1395,2007,Autumn     ,Ragi,56767.12,45307.2
1396,2007,Autumn     ,Rice,2195459.17,2416408.34
1397,2007,Autumn     ,Sesamum,5621,1458.2
1398,2007,Autumn     ,Urad,32628,7813.1
1399,2007,Kharif     ,Arecanut,61,78
1400,2007,Kharif     ,Arhar/Tur,2238826,1715228
1401,2007,Kharif     ,Bajra,8069884,8304779.2
1402,2007,Kharif     ,Banana,318,10457
1403,2007,Kharif     ,Barley,560,146.8
1404,2007,Kharif     ,Black pepper,12,7
1405,2007,Kharif     ,Cardamom,200,100
1406,2007,Kharif     ,Castor seed,712245,1045464.7
1407,2007,Kharif     ,Cotton(lint),5685614,16393628
1408,2007,Kharif     ,Dry chillies,323745,768739.5
1409,2007,Kharif     ,Dry ginger,21975,86965.7
1410,2007,Kharif     ,Garlic,3517,33805.3
1411,2007,Kharif     ,Groundnut,4582842,6417209.5
1412,2007,Kharif     ,Guar seed,2589,2170
1413,2007,Kharif     ,Horse-gram,193335,89147
1414,2007,Kharif     ,Jowar,2014137,2034842
1415,2007,Kharif     ,Jute,808176,10157261
1416,2007,Kharif     ,Maize,5798129,12436916
1417,2007,Kharif     ,Masoor,607,352
1418,2007,Kharif     ,Mesta,99028,844887
1419,2007,Kharif     ,Moong(Green Gram),2168352,831812.1
1420,2007,Kharif     ,Moth,1304312,423364
1421,2007,Kharif     ,Niger seed,217116,55615
1422,2007,Kharif     ,Onion,188799,1357652
1423,2007,Kharif     ,Other Cereals & Millets,82753,88813.6
1424,2007,Kharif     ,Other Kharif pulses,356284,207445.2
1425,2007,Kharif     ,Peas & beans (Pulses),16939,25823.7
1426,2007,Kharif     ,Potato,82223,430191.6
1427,2007,Kharif     ,Ragi,1020186,1571921
1428,2007,Kharif     ,Rapeseed &Mustard,3957,1795
1429,2007,Kharif     ,Rice,22667351,53387854
1430,2007,Kharif     ,Sannhamp,12110,28186.49
1431,2007,Kharif     ,Sesamum,1008004,395829.7
1432,2007,Kharif     ,Small millets,411281,201379
1433,2007,Kharif     ,Soyabean,6242549,6697563
1434,2007,Kharif     ,Sugarcane,2188076,125172687.3
1435,2007,Kharif     ,Sunflower,647881,336604
1436,2007,Kharif     ,Sweet potato,18424,248042
1437,2007,Kharif     ,Tapioca,996,27313
1438,2007,Kharif     ,Tea,1000,3450
1439,2007,Kharif     ,Tobacco,6,2
1440,2007,Kharif     ,Turmeric,264,544.3
1441,2007,Kharif     ,Urad,1640841,726836.1
1442,2007,Kharif     ,Wheat,20,2.4
1443,2007,Kharif     ,other oilseeds,3780,881.8
1444,2007,Rabi       ,Arhar/Tur,19074.63,27101
1445,2007,Rabi       ,Bajra,14439,11506
1446,2007,Rabi       ,Barley,603529,1198985.2
1447,2007,Rabi       ,Coriander,5843,3312.1
1448,2007,Rabi       ,Dry chillies,53274,140458
1449,2007,Rabi       ,Garlic,4823,5937.4
1450,2007,Rabi       ,Gram,6341748.22,4773076
1451,2007,Rabi       ,Groundnut,480128,743099
1452,2007,Rabi       ,Horse-gram,174940,84290
1453,2007,Rabi       ,Jowar,1340130,1499688
1454,2007,Rabi       ,Khesari,611583,692716
1455,2007,Rabi       ,Linseed,262332,107155.6
1456,2007,Rabi       ,Maize,582707,2970335
1457,2007,Rabi       ,Masoor,1330336.09,805184.28
1458,2007,Rabi       ,Moong(Green Gram),177977,61473
1459,2007,Rabi       ,Onion,39734.96,532866.3
1460,2007,Rabi       ,Other  Rabi pulses,417318,360688.2
1461,2007,Rabi       ,Other Cereals & Millets,61929,80586.5
1462,2007,Rabi       ,Peas & beans (Pulses),259462,142554
1463,2007,Rabi       ,Potato,541218.02,11351888.7
1464,2007,Rabi       ,Ragi,44762,68897
1465,2007,Rabi       ,Rapeseed &Mustard,5491436.9,5531902.51
1466,2007,Rabi       ,Rice,1459384,5250494
1467,2007,Rabi       ,Safflower,74452,62679
1468,2007,Rabi       ,Sesamum,31058,9101
1469,2007,Rabi       ,Small millets,2285,2286
1470,2007,Rabi       ,Sunflower,812731,617605
1471,2007,Rabi       ,Sweet potato,1,1
1472,2007,Rabi       ,Tapioca,6,245
1473,2007,Rabi       ,Tobacco,24951,139600
1474,2007,Rabi       ,Turmeric,1372,4205
1475,2007,Rabi       ,Urad,475569,235796
1476,2007,Rabi       ,Wheat,27019379.72,77589303
1477,2007,Rabi       ,other oilseeds,41167,10725.4
1478,2007,Summer     ,Bajra,194984,456479
1479,2007,Summer     ,Cotton(lint),66,38
1480,2007,Summer     ,Dry chillies,6062,20511
1481,2007,Summer     ,Groundnut,249016,428370.3
1482,2007,Summer     ,Horse-gram,152,41.9
1483,2007,Summer     ,Jowar,6054,11874
1484,2007,Summer     ,Maize,251770,816414.2
1485,2007,Summer     ,Moong(Green Gram),352235,163323.4
1486,2007,Summer     ,Onion,16422,197935
1487,2007,Summer     ,Other  Rabi pulses,36,33
1488,2007,Summer     ,Potato,2156,34500
1489,2007,Summer     ,Ragi,8661,17437.1
1490,2007,Summer     ,Rice,2728900,7994751
1491,2007,Summer     ,Sesamum,214857,187829.1
1492,2007,Summer     ,Sunflower,61772,70879
1493,2007,Summer     ,Tobacco,496,1233
1494,2007,Summer     ,Urad,62982,32950.4
1495,2007,Summer     ,Wheat,5548,8722.5
1496,2007,Whole Year ,Arecanut,357367,1318447
1497,2007,Whole Year ,Arhar/Tur,30057,21077
1498,2007,Whole Year ,Bajra,59798,85840
1499,2007,Whole Year ,Banana,334836,10232977
1500,2007,Whole Year ,Black pepper,198617,99743
1501,2007,Whole Year ,Cardamom,65354,11910
1502,2007,Whole Year ,Cashewnut,215302,132249
1503,2007,Whole Year ,Castor seed,5184,1624
1504,2007,Whole Year ,Coconut ,1682671,6299914140
1505,2007,Whole Year ,Coriander,376136,221680
1506,2007,Whole Year ,Cotton(lint),502364,905544
1507,2007,Whole Year ,Dry chillies,195811,205777
1508,2007,Whole Year ,Dry ginger,49685,519412
1509,2007,Whole Year ,Garlic,145623,769027
1510,2007,Whole Year ,Gram,6800,4587
1511,2007,Whole Year ,Groundnut,535211,1047586
1512,2007,Whole Year ,Guar seed,3105594,1373689
1513,2007,Whole Year ,Horse-gram,48448,21339
1514,2007,Whole Year ,Jowar,283526,247836
1515,2007,Whole Year ,Maize,223428,810057
1516,2007,Whole Year ,Mesta,1861,2387
1517,2007,Whole Year ,Moong(Green Gram),158691,46213
1518,2007,Whole Year ,Oilseeds total,30749,28568
1519,2007,Whole Year ,Onion,211728,3590059
1520,2007,Whole Year ,Potato,789895,14575003
1521,2007,Whole Year ,Ragi,93701,175944
1522,2007,Whole Year ,Rapeseed &Mustard,275,781
1523,2007,Whole Year ,Sannhamp,3285,5630
1524,2007,Whole Year ,Sesamum,383431,148763
1525,2007,Whole Year ,Small millets,41276,38101
1526,2007,Whole Year ,Sugarcane,1649728.83,127819790
1527,2007,Whole Year ,Sunflower,44792,71935
1528,2007,Whole Year ,Sweet potato,24186,165029
1529,2007,Whole Year ,Tapioca,227465,8487362
1530,2007,Whole Year ,Tobacco,311804,351802
1531,2007,Whole Year ,Turmeric,77640,309754
1532,2007,Whole Year ,Urad,307515,79980
1533,2007,Winter     ,Gram,200,100
1534,2007,Winter     ,Groundnut,2094,2406
1535,2007,Winter     ,Horse-gram,71956,21084.6
1536,2007,Winter     ,Maize,6505,17794.8
1537,2007,Winter     ,Moong(Green Gram),86079,18184.5
1538,2007,Winter     ,Potato,28821.19,253415.8
1539,2007,Winter     ,Ragi,40826,28990.8
1540,2007,Winter     ,Rapeseed &Mustard,15884,3231.4
1541,2007,Winter     ,Rice,12975060.14,23016373.66
1542,2007,Winter     ,Sesamum,31200,6869.7
1543,2007,Winter     ,Sugarcane,19819,1069227.4
1544,2007,Winter     ,Urad,106962,35297.4
1545,2007,Winter     ,Wheat,600,1100
1546,2008,Autumn     ,Groundnut,32265,31406.5
1547,2008,Autumn     ,Jute,2429,19892
1548,2008,Autumn     ,Maize,346297,599045.3
1549,2008,Autumn     ,Moong(Green Gram),22676,5299.3
1550,2008,Autumn     ,Ragi,37823,31242.7
1551,2008,Autumn     ,Rice,2008916,2676070
1552,2008,Autumn     ,Sesamum,4693,1255.4
1553,2008,Autumn     ,Urad,28830,6822.3
1554,2008,Kharif     ,Arecanut,61,79
1555,2008,Kharif     ,Arhar/Tur,3081624,2044463
1556,2008,Kharif     ,Bajra,8532877,8380965
1557,2008,Kharif     ,Banana,285,10524
1558,2008,Kharif     ,Black pepper,12,8
1559,2008,Kharif     ,Cardamom,800,150
1560,2008,Kharif     ,Cashewnut,174,173
1561,2008,Kharif     ,Castor seed,775155,1152848
1562,2008,Kharif     ,Coconut ,77,1428
1563,2008,Kharif     ,Cotton(lint),8813840,19769413
1564,2008,Kharif     ,Dry chillies,287257,735724
1565,2008,Kharif     ,Dry ginger,25757,117627
1566,2008,Kharif     ,Groundnut,4907417,4334646
1567,2008,Kharif     ,Guar seed,2739,2288
1568,2008,Kharif     ,Horse-gram,184686,77609
1569,2008,Kharif     ,Jowar,2682747,2800223
1570,2008,Kharif     ,Jute,783199,9617614
1571,2008,Kharif     ,Maize,5827861,11839866
1572,2008,Kharif     ,Mesta,75578,607340
1573,2008,Kharif     ,Moong(Green Gram),2020910,717851
1574,2008,Kharif     ,Moth,1271309,338555
1575,2008,Kharif     ,Niger seed,259498,67549
1576,2008,Kharif     ,Onion,144545,1050814
1577,2008,Kharif     ,Other Cereals & Millets,83533,90791
1578,2008,Kharif     ,Other Kharif pulses,311119,202346
1579,2008,Kharif     ,Peas & beans (Pulses),3027,4106
1580,2008,Kharif     ,Potato,147608,774295
1581,2008,Kharif     ,Ragi,1133857,1546873
1582,2008,Kharif     ,Rice,24825757,55789219.07
1583,2008,Kharif     ,Sannhamp,11648,23532.67
1584,2008,Kharif     ,Sesamum,1168871,352541
1585,2008,Kharif     ,Small millets,335416,138219
1586,2008,Kharif     ,Soyabean,9581407,8991049
1587,2008,Kharif     ,Sugarcane,2861182,170097721
1588,2008,Kharif     ,Sunflower,567965,269438
1589,2008,Kharif     ,Sweet potato,20813,258752
1590,2008,Kharif     ,Tapioca,1965,46046
1591,2008,Kharif     ,Tobacco,49200,70100
1592,2008,Kharif     ,Turmeric,1008,3710
1593,2008,Kharif     ,Urad,1815820,770563
1594,2008,Kharif     ,other oilseeds,3167,2399
1595,2008,Rabi       ,Arhar/Tur,4117,2841.1
1596,2008,Rabi       ,Bajra,9628,9204
1597,2008,Rabi       ,Barley,685198,1672582.2
1598,2008,Rabi       ,Black pepper,884,462
1599,2008,Rabi       ,Blackgram,39723,23058
1600,2008,Rabi       ,Coriander,5800,3757
1601,2008,Rabi       ,Dry chillies,49251,167974
1602,2008,Rabi       ,Garlic,38061,198613
1603,2008,Rabi       ,Gram,7811391,6998564.2
1604,2008,Rabi       ,Groundnut,440390,678267
1605,2008,Rabi       ,Horse-gram,160874,61294
1606,2008,Rabi       ,Jowar,4326886,3576802
1607,2008,Rabi       ,Khesari,564069,347476
1608,2008,Rabi       ,Linseed,287992,122852.1
1609,2008,Rabi       ,Maize,691972,3736348
1610,2008,Rabi       ,Masoor,1350829,940467
1611,2008,Rabi       ,Moong(Green Gram),135386,51691
1612,2008,Rabi       ,Onion,92879,2006042.5
1613,2008,Rabi       ,Other  Rabi pulses,74654,48181.4
1614,2008,Rabi       ,Other Cereals & Millets,38438,47239
1615,2008,Rabi       ,Peas & beans (Pulses),669431,628716.3
1616,2008,Rabi       ,Potato,649015,11563675.7
1617,2008,Rabi       ,Ragi,40424,57579
1618,2008,Rabi       ,Rapeseed &Mustard,5896643,6912105.5
1619,2008,Rabi       ,Rice,1652247,6018175
1620,2008,Rabi       ,Safflower,273426,172759
1621,2008,Rabi       ,Sesamum,36021,9888
1622,2008,Rabi       ,Small millets,2145,2315
1623,2008,Rabi       ,Sunflower,692557,318259
1624,2008,Rabi       ,Sweet potato,1325,19475
1625,2008,Rabi       ,Tapioca,1,29
1626,2008,Rabi       ,Tobacco,22573,134309
1627,2008,Rabi       ,Turmeric,3,5
1628,2008,Rabi       ,Urad,337796,217607.8
1629,2008,Rabi       ,Wheat,27766239,81581861
1630,2008,Rabi       ,other oilseeds,102961,37559.7
1631,2008,Summer     ,Bajra,175705,427391
1632,2008,Summer     ,Banana,1991,75867
1633,2008,Summer     ,Cotton(lint),48,39
1634,2008,Summer     ,Dry chillies,7226,23702
1635,2008,Summer     ,Groundnut,213095,360189.4
1636,2008,Summer     ,Horse-gram,94,24.5
1637,2008,Summer     ,Jowar,4882,11110
1638,2008,Summer     ,Maize,280871,901407.2
1639,2008,Summer     ,Moong(Green Gram),334986,176943.8
1640,2008,Summer     ,Onion,3775,20587
1641,2008,Summer     ,Other  Rabi pulses,6,6
1642,2008,Summer     ,Potato,1907,30684
1643,2008,Summer     ,Ragi,9273,18078.2
1644,2008,Summer     ,Rice,2823546,7523635
1645,2008,Summer     ,Sesamum,206405,133417.1
1646,2008,Summer     ,Sunflower,51307,50669
1647,2008,Summer     ,Tobacco,546,1240
1648,2008,Summer     ,Urad,64801,37544.5
1649,2008,Summer     ,Wheat,5267,7385
1650,2008,Whole Year ,Arecanut,378076,1414380
1651,2008,Whole Year ,Arhar/Tur,27483,17417
1652,2008,Whole Year ,Bajra,56672,84735
1653,2008,Whole Year ,Banana,374111,11128752
1654,2008,Whole Year ,Black pepper,177677,115235
1655,2008,Whole Year ,Cardamom,65722,13401
1656,2008,Whole Year ,Cashewnut,364613,178233.22
1657,2008,Whole Year ,Castor seed,5523,3130
1658,2008,Whole Year ,Coconut ,1752371,7039784224
1659,2008,Whole Year ,Coriander,445018,362793
1660,2008,Whole Year ,Cotton(lint),523540,1013458
1661,2008,Whole Year ,Dry chillies,184122,195501
1662,2008,Whole Year ,Dry ginger,61398,1049449
1663,2008,Whole Year ,Garlic,118269,561497
1664,2008,Whole Year ,Gram,6852,4712
1665,2008,Whole Year ,Groundnut,489844,975482
1666,2008,Whole Year ,Guar seed,3468584,1313767
1667,2008,Whole Year ,Horse-gram,44749,21766
1668,2008,Whole Year ,Jowar,258876,214150
1669,2008,Whole Year ,Maize,286639,1258596
1670,2008,Whole Year ,Mesta,1146,1617
1671,2008,Whole Year ,Moong(Green Gram),138598,32407
1672,2008,Whole Year ,Oilseeds total,31785,31016
