,Crop_Year,Season,Crop,Area,Production
575,2001,Kharif     ,Rice,29178013,60803929
576,2001,Kharif     ,Samai,30321,14938
577,2001,Kharif     ,Sannhamp,10,6
578,2001,Kharif     ,Sesamum,1434351,569653.6
579,2001,Kharif     ,Small millets,1189393,495909.1
580,2001,Kharif     ,Soyabean,6301951,5921466
581,2001,Kharif     ,Sunflower,504943,348802.01
582,2001,Kharif     ,Urad,2155925,891597.7
583,2001,Rabi       ,Arhar/Tur,5729,2866
584,2001,Rabi       ,Bajra,10126,7663
585,2001,Rabi       ,Barley,655001,1417975
586,2001,Rabi       ,Castor seed,9220,5020
587,2001,Rabi       ,Dry chillies,54167,128104
588,2001,Rabi       ,Gram,6405691,5467762
589,2001,Rabi       ,Groundnut,262522,446042
590,2001,Rabi       ,Horse-gram,260684,105118
591,2001,Rabi       ,Jowar,5226588,3202841
592,2001,Rabi       ,Khesari,606893,387013
593,2001,Rabi       ,Korra,99,74
594,2001,Rabi       ,Linseed,487262,191538.41
595,2001,Rabi       ,Maize,425887,1393730
596,2001,Rabi       ,Masoor,958889,731495.63
597,2001,Rabi       ,Moong(Green Gram),199648.77,69145.9
598,2001,Rabi       ,Niger seed,28290,8860
599,2001,Rabi       ,Onion,14089,324477
600,2001,Rabi       ,Other  Rabi pulses,1084289,535351
601,2001,Rabi       ,Other Cereals & Millets,1213,1383
602,2001,Rabi       ,Peas & beans (Pulses),425149.5,483397.84
603,2001,Rabi       ,Potato,5739,121724
604,2001,Rabi       ,Ragi,53401,69267
605,2001,Rabi       ,Rapeseed &Mustard,4720478,4732680
606,2001,Rabi       ,Rice,1457801,5003638
607,2001,Rabi       ,Safflower,403461,220531.04
608,2001,Rabi       ,Samai,25,15
609,2001,Rabi       ,Sesamum,51555,17099
610,2001,Rabi       ,Small millets,22132,11061
611,2001,Rabi       ,Sunflower,615824,278340
612,2001,Rabi       ,Urad,654861,412794.96
613,2001,Rabi       ,Varagu,807,671
614,2001,Rabi       ,Wheat,26293354,72647861.9
615,2001,Rabi       ,other oilseeds,238,483
616,2001,Summer     ,Bajra,140750,254429
617,2001,Summer     ,Groundnut,139029,206179
618,2001,Summer     ,Jowar,6418,12385
619,2001,Summer     ,Maize,167636,423869
620,2001,Summer     ,Moong(Green Gram),8468,4733
621,2001,Summer     ,Ragi,9271,14154
622,2001,Summer     ,Rice,2639775,6447058
623,2001,Summer     ,Sunflower,47736,39470
624,2001,Whole Year ,Arecanut,323218,366714
625,2001,Whole Year ,Banana,208717,4214575
626,2001,Whole Year ,Black pepper,213667,80436
627,2001,Whole Year ,Cardamom,44211,10869
628,2001,Whole Year ,Cashewnut,238079,104955
629,2001,Whole Year ,Coconut ,1453979,6881286092
630,2001,Whole Year ,Coffee,84795,66690
631,2001,Whole Year ,Coriander,396757,305944
632,2001,Whole Year ,Dry chillies,449135,341816
633,2001,Whole Year ,Dry ginger,21713,103702
634,2001,Whole Year ,Garlic,61580,230872
635,2001,Whole Year ,Guar seed,2674148,935123
636,2001,Whole Year ,Oilseeds total,40820,37164
637,2001,Whole Year ,Onion,253791,2318679
638,2001,Whole Year ,Peas & beans (Pulses),6974,42197
639,2001,Whole Year ,Potato,1092907,22067516.3
640,2001,Whole Year ,Pulses total,6766,7126
641,2001,Whole Year ,Rubber,475039,580350
642,2001,Whole Year ,Sannhamp,16093,21916
643,2001,Whole Year ,Sesamum,108557,90837
644,2001,Whole Year ,Sugarcane,4402345,296423497.1
645,2001,Whole Year ,Sweet potato,67062,488542
646,2001,Whole Year ,Tapioca,136529,2653607
647,2001,Whole Year ,Tea,37314,68890
648,2001,Whole Year ,Tobacco,265138,477000.01
649,2001,Whole Year ,Turmeric,131093,401082
650,2001,Winter     ,Gram,161,129
651,2001,Winter     ,Niger seed,70,82
652,2001,Winter     ,Rice,5660480,11993752
653,2001,Winter     ,Sugarcane,1273,89110
654,2001,Winter     ,Wheat,735,1441
655,2002,Autumn     ,Dry chillies,17988,15716
656,2002,Autumn     ,Maize,317815.33,502491.85
657,2002,Autumn     ,Ragi,26659.73,32959.9
658,2002,Autumn     ,Rice,1681533.61,2246769.49
659,2002,Autumn     ,Sesamum,1049,589
660,2002,Kharif     ,Arhar/Tur,2937238,1765751
661,2002,Kharif     ,Bajra,7586785,4480475.3
662,2002,Kharif     ,Banana,15,300
663,2002,Kharif     ,Castor seed,576115,427410.01
664,2002,Kharif     ,Coconut ,180,450
665,2002,Kharif     ,Cotton(lint),7632933,8562608.2
666,2002,Kharif     ,Dry chillies,176001,309369
667,2002,Kharif     ,Dry ginger,53652,265338.1
668,2002,Kharif     ,Gram,37,45
669,2002,Kharif     ,Groundnut,5447400,3436932.7
670,2002,Kharif     ,Horse-gram,383802,121411.6
671,2002,Kharif     ,Jowar,4307064,4294582
672,2002,Kharif     ,Jute,862961,10262222
673,2002,Kharif     ,Khesari,584,507
674,2002,Kharif     ,Korra,19024,11619
675,2002,Kharif     ,Maize,5624345,8678614.4
676,2002,Kharif     ,Masoor,898,387
677,2002,Kharif     ,Mesta,123232,859302
678,2002,Kharif     ,Moong(Green Gram),2538085,674491.7
679,2002,Kharif     ,Moth,492939,35686
680,2002,Kharif     ,Niger seed,387434,79109.04
681,2002,Kharif     ,Onion,15403,171950
682,2002,Kharif     ,Other Cereals & Millets,8854,2494
683,2002,Kharif     ,Other Kharif pulses,1308053,352858
684,2002,Kharif     ,Peas & beans (Pulses),11495,15407
685,2002,Kharif     ,Potato,7741,154194
686,2002,Kharif     ,Ragi,1269869,1191993.9
687,2002,Kharif     ,Rice,26573964,43791995.66
688,2002,Kharif     ,Samai,42919,31032
689,2002,Kharif     ,Sannhamp,24,14
690,2002,Kharif     ,Sesamum,1214364,328472.9
691,2002,Kharif     ,Small millets,1268123,376082.6
692,2002,Kharif     ,Soyabean,6068435,4584567
693,2002,Kharif     ,Sunflower,850175,505578.04
694,2002,Kharif     ,Urad,2226903,884169.9
695,2002,Kharif     ,Varagu,14177,15789
696,2002,Rabi       ,Arhar/Tur,26651.15,33647.47
697,2002,Rabi       ,Bajra,7539,4882
698,2002,Rabi       ,Barley,664523,1378805.1
699,2002,Rabi       ,Castor seed,6400,2750
700,2002,Rabi       ,Dry chillies,90950,145901
701,2002,Rabi       ,Gram,5892764.47,4227863.42
702,2002,Rabi       ,Groundnut,332959,434089
703,2002,Rabi       ,Horse-gram,277327,83287
704,2002,Rabi       ,Jowar,4957906,2688463
705,2002,Rabi       ,Khesari,503637,310452
706,2002,Rabi       ,Linseed,434837,168071.21
707,2002,Rabi       ,Maize,441515,1366511
708,2002,Rabi       ,Masoor,883771.66,670318.15
709,2002,Rabi       ,Moong(Green Gram),145332,38118
710,2002,Rabi       ,Niger seed,19930,5810
711,2002,Rabi       ,Onion,28421,412961
712,2002,Rabi       ,Other  Rabi pulses,1015574,432310
713,2002,Rabi       ,Other Cereals & Millets,471,474
714,2002,Rabi       ,Peas & beans (Pulses),432564,497880
715,2002,Rabi       ,Potato,19072.37,234906.95
716,2002,Rabi       ,Ragi,89618,73396
717,2002,Rabi       ,Rapeseed &Mustard,4232075.34,3596766.78
718,2002,Rabi       ,Rice,767694,2387573
719,2002,Rabi       ,Safflower,369442,180316.04
720,2002,Rabi       ,Sesamum,32350,6335
721,2002,Rabi       ,Small millets,14117,5713
722,2002,Rabi       ,Sunflower,736985,315753
723,2002,Rabi       ,Urad,662085,363995
724,2002,Rabi       ,Varagu,2000,1000
725,2002,Rabi       ,Wheat,25196201.69,65759155.34
726,2002,Rabi       ,other oilseeds,11508,14226
727,2002,Summer     ,Bajra,142542,229681
728,2002,Summer     ,Groundnut,147196,242380
729,2002,Summer     ,Jowar,9316,15398
730,2002,Summer     ,Maize,180493,474721
731,2002,Summer     ,Moong(Green Gram),258840,155095
732,2002,Summer     ,Onion,22373,250128
733,2002,Summer     ,Potato,2395,30807
734,2002,Summer     ,Ragi,6929,7952
735,2002,Summer     ,Rice,2011434,5439685
736,2002,Summer     ,Sesamum,107105,87306
737,2002,Summer     ,Sunflower,39673,24727
738,2002,Summer     ,Urad,55902,29881
739,2002,Whole Year ,Apple,4,0
740,2002,Whole Year ,Arcanut (Processed),144116,192831
741,2002,Whole Year ,Arecanut,189845,188610
742,2002,Whole Year ,Ash Gourd,744,0
743,2002,Whole Year ,Atcanut (Raw),144116,927250
744,2002,Whole Year ,Banana,299700,6371322
745,2002,Whole Year ,Beans & Mutter(Vegetable),21543,84737
746,2002,Whole Year ,Beet Root,925,0
747,2002,Whole Year ,Ber,101,0
748,2002,Whole Year ,Bhindi,32758,153024
749,2002,Whole Year ,Bitter Gourd,3334,80
750,2002,Whole Year ,Black pepper,219583,90660
751,2002,Whole Year ,Bottle Gourd,1259,130
752,2002,Whole Year ,Brinjal,54292,351756
753,2002,Whole Year ,Cabbage,7795,143193
754,2002,Whole Year ,Cardamom,63691,11915
755,2002,Whole Year ,Carrot,2630,2085
756,2002,Whole Year ,Cashewnut,342328,128810
757,2002,Whole Year ,Cashewnut Processed,57461,8121
758,2002,Whole Year ,Cashewnut Raw,146009,98462
759,2002,Whole Year ,Cauliflower,7831,8775
760,2002,Whole Year ,Citrus Fruit,93685,382994
761,2002,Whole Year ,Coconut ,1799216,7150888917
762,2002,Whole Year ,Coffee,83113,63322
763,2002,Whole Year ,Coriander,277552,166701.11
764,2002,Whole Year ,Cucumber,5490,0
765,2002,Whole Year ,Drum Stick,26747,23052
766,2002,Whole Year ,Dry chillies,415320,343433.71
767,2002,Whole Year ,Dry ginger,19681.3,94709
768,2002,Whole Year ,Garlic,76085,258789
769,2002,Whole Year ,Grapes,14427,366079
770,2002,Whole Year ,Guar seed,766829,106609
771,2002,Whole Year ,Jack Fruit,95745,32983
772,2002,Whole Year ,Jute & mesta,3002,23307
773,2002,Whole Year ,Lab-Lab,1466,0
774,2002,Whole Year ,Litchi,4,0
775,2002,Whole Year ,Mango,625854,2779266
776,2002,Whole Year ,Oilseeds total,39497,36341
777,2002,Whole Year ,Onion,271378,2410209
778,2002,Whole Year ,Orange,59219,802476
779,2002,Whole Year ,Other Citrus Fruit,1605,0
780,2002,Whole Year ,Other Fresh Fruits,131161,148029
781,2002,Whole Year ,Other Vegetables,231375,437509
782,2002,Whole Year ,Papaya,35824,1006439
783,2002,Whole Year ,Peach,19,0
784,2002,Whole Year ,Pear,1296,0
785,2002,Whole Year ,Peas  (vegetable),92,0
786,2002,Whole Year ,Pineapple,45797,504690
787,2002,Whole Year ,Plums,378,0
788,2002,Whole Year ,Pome Fruit,28973,212912
789,2002,Whole Year ,Pome Granet,651,0
790,2002,Whole Year ,Potato,890340,14848270.3
791,2002,Whole Year ,Pulses total,6801,7239
792,2002,Whole Year ,Pump Kin,890,0
793,2002,Whole Year ,Redish,1113,2059
794,2002,Whole Year ,Ribed Guard,376,0
795,2002,Whole Year ,Rubber,476047,594917
796,2002,Whole Year ,Sannhamp,23950,29394
797,2002,Whole Year ,Snak Guard,1614,0
798,2002,Whole Year ,Sugarcane,4500435,286968622.2
799,2002,Whole Year ,Sweet potato,79382,597144
800,2002,Whole Year ,Tapioca,194031,4698211
801,2002,Whole Year ,Tea,37818,57889.3
802,2002,Whole Year ,Tobacco,327680,525079.11
803,2002,Whole Year ,Tomato,146457,1015497
804,2002,Whole Year ,Turmeric,691195,843763.02
805,2002,Whole Year ,Turnip,348,145
806,2002,Whole Year ,Water Melon,4311,0
807,2002,Whole Year ,Yam,910,0
808,2002,Whole Year ,other fibres,6445,0
809,2002,Whole Year ,other oilseeds,7437.1,3606.31
810,2002,Winter     ,Gram,148,118
811,2002,Winter     ,Niger seed,20,23
812,2002,Winter     ,Potato,357431.78,6946247.81
813,2002,Winter     ,Rice,9760534.68,17587376.52
814,2002,Winter     ,Sesamum,2782,1573
815,2002,Winter     ,Sugarcane,1537,122960
816,2002,Winter     ,Wheat,750,1470
817,2003,Autumn     ,Maize,89591.91,136369.87
818,2003,Autumn     ,Ragi,73301.3,50316.73
819,2003,Autumn     ,Rice,2051730.1,2476153.07
820,2003,Kharif     ,Arhar/Tur,3432190.06,2322026.12
821,2003,Kharif     ,Bajra,10483030,11688757
822,2003,Kharif     ,Banana,440,1408
823,2003,Kharif     ,Castor seed,685001,788968
824,2003,Kharif     ,Coconut ,180,450
825,2003,Kharif     ,Cotton(lint),7550673,13624401
826,2003,Kharif     ,Dry chillies,199545,661563
827,2003,Kharif     ,Dry ginger,50424,234403
828,2003,Kharif     ,Gram,75,115
829,2003,Kharif     ,Groundnut,5404042,7294672.4
830,2003,Kharif     ,Horse-gram,387651,132076.5
831,2003,Kharif     ,Jowar,4567612,4893305
832,2003,Kharif     ,Jute,847669,10244196
833,2003,Kharif     ,Korra,26455,19409
834,2003,Kharif     ,Maize,6347813,12382882.7
835,2003,Kharif     ,Mesta,108804,773326
836,2003,Kharif     ,Moong(Green Gram),2964481,1461815.8
837,2003,Kharif     ,Moth,1550418,819454
838,2003,Kharif     ,Niger seed,403640,102047
839,2003,Kharif     ,Onion,16862,234546
840,2003,Kharif     ,Other Cereals & Millets,77717,87277
841,2003,Kharif     ,Other Kharif pulses,1323142,482706
842,2003,Kharif     ,Peas & beans (Pulses),5717,4314
843,2003,Kharif     ,Ragi,1520151,1798588.2
844,2003,Kharif     ,Rice,27814311.37,57578809.87
845,2003,Kharif     ,Samai,23470,9552
846,2003,Kharif     ,Sannhamp,12,7
847,2003,Kharif     ,Sesamum,1441616,611819.1
848,2003,Kharif     ,Small millets,1021965,412185
849,2003,Kharif     ,Soyabean,6516934,7788019
850,2003,Kharif     ,Sunflower,1000140,603777
851,2003,Kharif     ,Urad,2899870,1224415.9
852,2003,Kharif     ,Varagu,4317,4957
853,2003,Kharif     ,other misc. pulses,4179,0.16
854,2003,Kharif     ,other oilseeds,26039,5006
855,2003,Rabi       ,Arhar/Tur,7703,3356
856,2003,Rabi       ,Bajra,9720,6580
857,2003,Rabi       ,Barley,653910.82,1305483.28
858,2003,Rabi       ,Castor seed,6830,3050
859,2003,Rabi       ,Dry chillies,50772,135462
860,2003,Rabi       ,Gram,7067002.21,5738557.98
861,2003,Rabi       ,Groundnut,383417,532166
862,2003,Rabi       ,Horse-gram,240283,76057
863,2003,Rabi       ,Jowar,4725052,1734133
864,2003,Rabi       ,Khesari,629631,442358
865,2003,Rabi       ,Linseed,414711,169275.1
866,2003,Rabi       ,Maize,500027,1630070
867,2003,Rabi       ,Masoor,915364.61,805034.08
868,2003,Rabi       ,Moong(Green Gram),253677,89322
869,2003,Rabi       ,Niger seed,19610,6170
870,2003,Rabi       ,Onion,20968,410968
871,2003,Rabi       ,Other  Rabi pulses,961188,474658
872,2003,Rabi       ,Other Cereals & Millets,660,755
873,2003,Rabi       ,Peas & beans (Pulses),507231,645553
874,2003,Rabi       ,Potato,9350.04,73413.8
875,2003,Rabi       ,Ragi,76337,33048
876,2003,Rabi       ,Rapeseed &Mustard,5068743,5963477.47
877,2003,Rabi       ,Rice,921946,3272481
878,2003,Rabi       ,Safflower,365297,137537
879,2003,Rabi       ,Sesamum,50492,10344
880,2003,Rabi       ,Small millets,30669,11617
881,2003,Rabi       ,Sunflower,951921,293553
882,2003,Rabi       ,Urad,421698,176060
883,2003,Rabi       ,Varagu,719,385
884,2003,Rabi       ,Wheat,26823541.7,72779084.81
885,2003,Rabi       ,other misc. pulses,14458,6672.06
886,2003,Rabi       ,other oilseeds,14730,8600
887,2003,Summer     ,Bajra,170800,365771
888,2003,Summer     ,Groundnut,180191,282108
889,2003,Summer     ,Jowar,7007,18783
890,2003,Summer     ,Maize,190268,489525
891,2003,Summer     ,Moong(Green Gram),224305,110448
892,2003,Summer     ,Onion,11390,112405
893,2003,Summer     ,Ragi,6565,7808
894,2003,Summer     ,Rice,2005591,5596813
895,2003,Summer     ,Sunflower,41795,23177
896,2003,Summer     ,Urad,58386,28891
897,2003,Whole Year ,Apple,5,0
898,2003,Whole Year ,Arecanut,355772,420955
899,2003,Whole Year ,Ash Gourd,900,0
900,2003,Whole Year ,Banana,366799,10949888
901,2003,Whole Year ,Beans & Mutter(Vegetable),27120,126622
902,2003,Whole Year ,Beet Root,647,0
903,2003,Whole Year ,Ber,17,0
904,2003,Whole Year ,Bhindi,33997,164053
905,2003,Whole Year ,Bitter Gourd,3161,273
906,2003,Whole Year ,Black pepper,231897.5,95065.23
907,2003,Whole Year ,Bottle Gourd,1384,468
908,2003,Whole Year ,Brinjal,57488,534447
909,2003,Whole Year ,Cabbage,8070,96107
910,2003,Whole Year ,Cardamom,68907,12591
911,2003,Whole Year ,Carrot,2242,1981
912,2003,Whole Year ,Cashewnut,347299.5,151565.64
913,2003,Whole Year ,Cauliflower,8881,9658
914,2003,Whole Year ,Citrus Fruit,80159,496573
915,2003,Whole Year ,Coconut ,1804528.74,7355742487
916,2003,Whole Year ,Coriander,475769,383956.01
917,2003,Whole Year ,Cucumber,7079,0
918,2003,Whole Year ,Drum Stick,27447,23101
919,2003,Whole Year ,Dry chillies,408779,372545
920,2003,Whole Year ,Dry ginger,18962,96661.6
921,2003,Whole Year ,Garlic,103204,512514
922,2003,Whole Year ,Grapes,51583,1363200
923,2003,Whole Year ,Guar seed,2582839,241967
924,2003,Whole Year ,Jack Fruit,95873,27791
925,2003,Whole Year ,Jute & mesta,2765,22018
926,2003,Whole Year ,Lab-Lab,3402,0
927,2003,Whole Year ,Litchi,21,0
928,2003,Whole Year ,Mango,835165,3100202
929,2003,Whole Year ,Oilseeds total,34753,31224
930,2003,Whole Year ,Onion,432642.98,4915228.87
931,2003,Whole Year ,Orange,83165,793030
932,2003,Whole Year ,Other Citrus Fruit,2650,0
933,2003,Whole Year ,Other Dry Fruit,7,0
934,2003,Whole Year ,Other Fresh Fruits,136833,161771
935,2003,Whole Year ,Other Vegetables,231644,363782
936,2003,Whole Year ,Papaya,33406,649121
937,2003,Whole Year ,Peach,23,0
938,2003,Whole Year ,Pear,1380,0
939,2003,Whole Year ,Peas  (vegetable),76,0
940,2003,Whole Year ,Pineapple,46796,510517
941,2003,Whole Year ,Plums,431,0
942,2003,Whole Year ,Pome Fruit,27229,268428
943,2003,Whole Year ,Pome Granet,514,0
944,2003,Whole Year ,Potato,1213102,22109005.3
945,2003,Whole Year ,Pulses total,7129,7719
946,2003,Whole Year ,Pump Kin,965,0
947,2003,Whole Year ,Redish,862,1877
948,2003,Whole Year ,Ribed Guard,338,0
949,2003,Whole Year ,Rubber,50,50
950,2003,Whole Year ,Sannhamp,18572,25785.1
951,2003,Whole Year ,Sesamum,163337,143004
952,2003,Whole Year ,Snak Guard,1641,0
953,2003,Whole Year ,Sugarcane,3999921.45,239694330.5
954,2003,Whole Year ,Sweet potato,80002,610225
955,2003,Whole Year ,Tapioca,217629,5925673
956,2003,Whole Year ,Tea,1000,3020
957,2003,Whole Year ,Tobacco,357508,568549.2
958,2003,Whole Year ,Tomato,185651,1363827
959,2003,Whole Year ,Turmeric,139154,525885
960,2003,Whole Year ,Turnip,454,218
961,2003,Whole Year ,Water Melon,8000,0
962,2003,Whole Year ,Yam,865,0
963,2003,Whole Year ,other fibres,6193,0
964,2003,Whole Year ,other oilseeds,303402.29,309958.81
965,2003,Winter     ,Gram,152,122
966,2003,Winter     ,Niger seed,30,30
967,2003,Winter     ,Potato,13174.37,121890.06
968,2003,Winter     ,Rice,10388052.59,18912430.03
969,2003,Winter     ,Sugarcane,1285,96375
970,2003,Winter     ,Wheat,750,1470
971,2004,Autumn     ,Groundnut,30494,25114.5
972,2004,Autumn     ,Jute,2520,24728
973,2004,Autumn     ,Maize,150728.15,228532.67
974,2004,Autumn     ,Moong(Green Gram),18750,4371.8
975,2004,Autumn     ,Ragi,53190.16,39658.47
976,2004,Autumn     ,Rice,2413404.9,2495875.25
977,2004,Autumn     ,Sesamum,4001,1334.4
978,2004,Autumn     ,Urad,27222,5865.9
979,2004,Kharif     ,Arhar/Tur,2881794,1812650
980,2004,Kharif     ,Bajra,9168642,7741017
981,2004,Kharif     ,Banana,50,160
982,2004,Kharif     ,Castor seed,754828,803398
983,2004,Kharif     ,Coconut ,185,462
984,2004,Kharif     ,Cotton(lint),5908996,14039420
985,2004,Kharif     ,Dry chillies,186120,599570
986,2004,Kharif     ,Dry ginger,55804,276122
987,2004,Kharif     ,Gram,111,98
988,2004,Kharif     ,Groundnut,5957134,5689145
989,2004,Kharif     ,Horse-gram,327485,141063
990,2004,Kharif     ,Jowar,4128937,4060829
991,2004,Kharif     ,Jute,768585,9359818
992,2004,Kharif     ,Maize,6455632,11308336
993,2004,Kharif     ,Masoor,0.5,0.2
994,2004,Kharif     ,Mesta,92520,724842
995,2004,Kharif     ,Moong(Green Gram),2615979,791095
996,2004,Kharif     ,Moth,1488276,206746
997,2004,Kharif     ,Niger seed,291025,76986
998,2004,Kharif     ,Onion,21907,344540
999,2004,Kharif     ,Other Cereals & Millets,164467,135906
1000,2004,Kharif     ,Other Kharif pulses,674731,230165.18
1001,2004,Kharif     ,Peas & beans (Pulses),6700,3770
1002,2004,Kharif     ,Ragi,1352546,2168121
1003,2004,Kharif     ,Rapeseed &Mustard,135,112
1004,2004,Kharif     ,Rice,24136890.92,50478654.24
1005,2004,Kharif     ,Sannhamp,3321,2369
1006,2004,Kharif     ,Sesamum,1624512,524810
1007,2004,Kharif     ,Small millets,868351,322282
1008,2004,Kharif     ,Soyabean,5530791,4962937
1009,2004,Kharif     ,Sugarcane,2002320,121755620
1010,2004,Kharif     ,Sunflower,1242671,666165
1011,2004,Kharif     ,Sweet potato,4974,16172
1012,2004,Kharif     ,Tapioca,77,494
1013,2004,Kharif     ,Urad,1971845,745913
1014,2004,Kharif     ,other oilseeds,12617,5485
1015,2004,Rabi       ,Arhar/Tur,30310.08,35228.11
1016,2004,Rabi       ,Bajra,10350,6912
1017,2004,Rabi       ,Barley,602355.57,1175090.24
1018,2004,Rabi       ,Castor seed,7001,3910
1019,2004,Rabi       ,Dry chillies,50419,148939
1020,2004,Rabi       ,Gram,6635826.22,5379604
1021,2004,Rabi       ,Groundnut,391691,536652
1022,2004,Rabi       ,Horse-gram,201756,70516
1023,2004,Rabi       ,Jowar,4850182,2984182
1024,2004,Rabi       ,Khesari,602691,288213
1025,2004,Rabi       ,Linseed,383243,151320
1026,2004,Rabi       ,Maize,472512,1745783
1027,2004,Rabi       ,Masoor,875453.72,494188.73
1028,2004,Rabi       ,Moong(Green Gram),173209,57122
1029,2004,Rabi       ,Niger seed,123617,33969
1030,2004,Rabi       ,Onion,13608.19,268691.14
1031,2004,Rabi       ,Other  Rabi pulses,295668,163655
1032,2004,Rabi       ,Other Cereals & Millets,22722,12222
1033,2004,Rabi       ,Peas & beans (Pulses),102596,76935
1034,2004,Rabi       ,Potato,443455.97,9803467.25
1035,2004,Rabi       ,Ragi,52537,44897
1036,2004,Rabi       ,Rapeseed &Mustard,7032706.26,7244597.89
1037,2004,Rabi       ,Rice,916649,3355946
1038,2004,Rabi       ,Safflower,369964,180552
1039,2004,Rabi       ,Sesamum,43627,14603
1040,2004,Rabi       ,Small millets,11899,5403
1041,2004,Rabi       ,Soyabean,2102200,1892400
1042,2004,Rabi       ,Sugarcane,210,3350
1043,2004,Rabi       ,Sunflower,1169731,570032
1044,2004,Rabi       ,Turmeric,1594,2770
1045,2004,Rabi       ,Urad,416446,258940
1046,2004,Rabi       ,Wheat,26782075.58,69562077.85
1047,2004,Rabi       ,other oilseeds,121,69
1048,2004,Summer     ,Bajra,147108,304805
1049,2004,Summer     ,Groundnut,183929,280773.8
1050,2004,Summer     ,Horse-gram,240,418.4
1051,2004,Summer     ,Jowar,15977,12690
1052,2004,Summer     ,Maize,178197,541723.1
1053,2004,Summer     ,Moong(Green Gram),296617,135263.3
1054,2004,Summer     ,Ragi,7708,12066
1055,2004,Summer     ,Rice,2398757,6874066
1056,2004,Summer     ,Sesamum,8284,2184.6
1057,2004,Summer     ,Sunflower,67262,63355
1058,2004,Summer     ,Urad,4630,2253.5
1059,2004,Summer     ,Wheat,4054,5312.5
1060,2004,Whole Year ,Arecanut,281066.37,340328.05
1061,2004,Whole Year ,Banana,284521.52,7780593.52
1062,2004,Whole Year ,Black pepper,252164,103300.22
1063,2004,Whole Year ,Cardamom,65777.87,12313.7
1064,2004,Whole Year ,Cashewnut,392434,164929
1065,2004,Whole Year ,Coconut ,1839597.4,7663983280
1066,2004,Whole Year ,Coriander,362921,253669
1067,2004,Whole Year ,Cotton(lint),2839500,2938500
1068,2004,Whole Year ,Dry chillies,442441,367484
1069,2004,Whole Year ,Dry ginger,20416,109600
1070,2004,Whole Year ,Garlic,142715,625208
1071,2004,Whole Year ,Groundnut,46467,71469
1072,2004,Whole Year ,Guar seed,2188309,516935
1073,2004,Whole Year ,Oilseeds total,27139,26281
1074,2004,Whole Year ,Onion,361317,3890310
1075,2004,Whole Year ,Potato,772059,12011614
1076,2004,Whole Year ,Sannhamp,9751,17805
1077,2004,Whole Year ,Sesamum,148267,125041
1078,2004,Whole Year ,Sugarcane,1488986.23,107104003.6
1079,2004,Whole Year ,Sweet potato,103699,876104
1080,2004,Whole Year ,Tapioca,224253,7139675
1081,2004,Whole Year ,Tobacco,353180,521657
1082,2004,Whole Year ,Turmeric,144861,668096
1083,2004,Whole Year ,other oilseeds,90.3,46.61
1084,2004,Winter     ,Gram,184,151
1085,2004,Winter     ,Groundnut,3187,3520.7
1086,2004,Winter     ,Horse-gram,78105,20793
1087,2004,Winter     ,Maize,1575,3105.7
1088,2004,Winter     ,Moong(Green Gram),82486,16514.1
1089,2004,Winter     ,Niger seed,30,30
1090,2004,Winter     ,Potato,18862.41,156287.69
1091,2004,Winter     ,Ragi,39385,25175.8
1092,2004,Winter     ,Rapeseed &Mustard,15864,3030.4
1093,2004,Winter     ,Rice,12798963.41,20967979.79
1094,2004,Winter     ,Sesamum,36428,8075.3
1095,2004,Winter     ,Sugarcane,15997,1046965.3
1096,2004,Winter     ,Urad,92216,24914.7
1097,2004,Winter     ,Wheat,750,1470
1098,2005,Autumn     ,Groundnut,34909,28979.8
1099,2005,Autumn     ,Jute,2724,24644
1100,2005,Autumn     ,Maize,130970.36,163015.56
1101,2005,Autumn     ,Moong(Green Gram),20063,4343.5
1102,2005,Autumn     ,Ragi,54212.26,39695.88
1103,2005,Autumn     ,Rice,2286322.86,2537558.71
1104,2005,Autumn     ,Sesamum,3014,773.1
1105,2005,Autumn     ,Urad,27147,5408.3
1106,2005,Kharif     ,Arhar/Tur,2859235,2070003
1107,2005,Kharif     ,Bajra,9499066,6733845.8
1108,2005,Kharif     ,Banana,60,200
1109,2005,Kharif     ,Barley,37,9.7
1110,2005,Kharif     ,Castor seed,866755,946751
1111,2005,Kharif     ,Coconut ,190,475
1112,2005,Kharif     ,Cotton(lint),8255985,17807677.5
1113,2005,Kharif     ,Dry chillies,245274,502595.1
1114,2005,Kharif     ,Dry ginger,22541,100463.1
1115,2005,Kharif     ,Groundnut,5866835,6721125
1116,2005,Kharif     ,Horse-gram,301465,140721
1117,2005,Kharif     ,Jowar,2395995,2151922.7
1118,2005,Kharif     ,Jute,753546,9948765
1119,2005,Kharif     ,Maize,6195507,11233373
1120,2005,Kharif     ,Mesta,86452,779934
1121,2005,Kharif     ,Moong(Green Gram),2450067,736011.8
1122,2005,Kharif     ,Moth,1277327,176189
1123,2005,Kharif     ,Niger seed,294986,73027
1124,2005,Kharif     ,Onion,156872,1123902.1
1125,2005,Kharif     ,Other Cereals & Millets,92039,86453.5
1126,2005,Kharif     ,Other Kharif pulses,447416,154571.4
1127,2005,Kharif     ,Peas & beans (Pulses),11168,30355.3
1128,2005,Kharif     ,Potato,68409,232161
1129,2005,Kharif     ,Ragi,1355159,2095244
1130,2005,Kharif     ,Rapeseed &Mustard,3389,1411.2
1131,2005,Kharif     ,Rice,24081996.47,52595313.04
