,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,P/A
233098,Uttarakhand,DEHRADUN,2001,Rabi       ,Wheat,24899,43065,1.729587534
233102,Uttarakhand,DEHRADUN,2001,Whole Year ,Sugarcane,67615,3941955,58.30000739
233114,Uttarakhand,DEHRADUN,2002,Kharif     ,Rice,13106,25244,1.926140699
233129,Uttarakhand,DEHRADUN,2002,Rabi       ,Potato,707,18304,25.88967468
233132,Uttarakhand,DEHRADUN,2002,Rabi       ,Wheat,23295,41447,1.779223009
233136,Uttarakhand,DEHRADUN,2002,Whole Year ,Sugarcane,6071,334148,55.04002635
233141,Uttarakhand,DEHRADUN,2003,Kharif     ,Maize,10439,17994,1.723728326
233147,Uttarakhand,DEHRADUN,2003,Kharif     ,Rice,13220,27981,2.116565809
233159,Uttarakhand,DEHRADUN,2003,Rabi       ,Wheat,25386,41161,1.621405499
233163,Uttarakhand,DEHRADUN,2003,Whole Year ,Potato,1386,23090,16.65945166
233164,Uttarakhand,DEHRADUN,2003,Whole Year ,Sugarcane,8154,448470,55
233169,Uttarakhand,DEHRADUN,2004,Kharif     ,Maize,11500,19106,1.661391304
233175,Uttarakhand,DEHRADUN,2004,Kharif     ,Rice,12317,23415,1.901031095
233186,Uttarakhand,DEHRADUN,2004,Rabi       ,Wheat,23608,46131,1.954041003
233191,Uttarakhand,DEHRADUN,2004,Whole Year ,Sugarcane,5324,282704,53.09992487
233203,Uttarakhand,DEHRADUN,2005,Kharif     ,Rice,12344,25667,2.079309786
233215,Uttarakhand,DEHRADUN,2005,Rabi       ,Wheat,23057,34236,1.484841914
233218,Uttarakhand,DEHRADUN,2005,Whole Year ,Potato,1332,19526,14.65915916
233219,Uttarakhand,DEHRADUN,2005,Whole Year ,Sugarcane,4899,322354,65.79995918
233224,Uttarakhand,DEHRADUN,2006,Kharif     ,Maize,10681,17667,1.654058609
233231,Uttarakhand,DEHRADUN,2006,Kharif     ,Rice,12091,24734,2.045653792
233244,Uttarakhand,DEHRADUN,2006,Rabi       ,Wheat,23270,51809,2.226428878
233248,Uttarakhand,DEHRADUN,2006,Whole Year ,Sugarcane,4855,309749,63.8
233255,Uttarakhand,DEHRADUN,2007,Kharif     ,Maize,11006,23349,2.121479193
233261,Uttarakhand,DEHRADUN,2007,Kharif     ,Rice,11795,25112,2.129037728
233273,Uttarakhand,DEHRADUN,2007,Rabi       ,Wheat,21717,48286,2.223419441
233277,Uttarakhand,DEHRADUN,2007,Whole Year ,Sugarcane,4988,314244,63
233292,Uttarakhand,DEHRADUN,2008,Kharif     ,Rice,11428,23706,2.074378719
233303,Uttarakhand,DEHRADUN,2008,Rabi       ,Wheat,20700,39422,1.904444444
233307,Uttarakhand,DEHRADUN,2008,Whole Year ,Sugarcane,4966,313851,63.19995973
233318,Uttarakhand,DEHRADUN,2009,Kharif     ,Rice,11168,21268,1.904369628
233331,Uttarakhand,DEHRADUN,2009,Rabi       ,Wheat,20796,44126,2.121850356
233335,Uttarakhand,DEHRADUN,2009,Whole Year ,Sugarcane,4556,267437,58.6999561
233340,Uttarakhand,DEHRADUN,2010,Kharif     ,Maize,9540,17522,1.836687631
233346,Uttarakhand,DEHRADUN,2010,Kharif     ,Rice,11193,21827,1.950058072
233358,Uttarakhand,DEHRADUN,2010,Rabi       ,Wheat,20956,48703,2.324059935
233362,Uttarakhand,DEHRADUN,2010,Whole Year ,Sugarcane,4546,266850,58.69995601
233372,Uttarakhand,DEHRADUN,2011,Kharif     ,Rice,10905,23083,2.116735442
233386,Uttarakhand,DEHRADUN,2011,Rabi       ,Wheat,21250,51864,2.440658824
233390,Uttarakhand,DEHRADUN,2011,Whole Year ,Sugarcane,4414,264840,60
233401,Uttarakhand,DEHRADUN,2012,Kharif     ,Rice,11047,22704,2.055218611
233413,Uttarakhand,DEHRADUN,2012,Rabi       ,Potato,922,18955,20.55856833
233415,Uttarakhand,DEHRADUN,2012,Rabi       ,Wheat,19931,45287,2.272189052
233421,Uttarakhand,DEHRADUN,2012,Whole Year ,Sugarcane,4420,266084,60.2
233433,Uttarakhand,DEHRADUN,2013,Kharif     ,Rice,10112,21537,2.129845728
233446,Uttarakhand,DEHRADUN,2013,Rabi       ,Wheat,19062,47191,2.475658378
233451,Uttarakhand,DEHRADUN,2013,Whole Year ,Sugarcane,3905,254607,65.20025608
233457,Uttarakhand,DEHRADUN,2014,Kharif     ,Maize,8367,20194,2.413529341
233465,Uttarakhand,DEHRADUN,2014,Kharif     ,Rice,9179,17672,1.92526419
233469,Uttarakhand,DEHRADUN,2014,Kharif     ,Sugarcane,4707,309721,65.80008498
233470,Uttarakhand,DEHRADUN,2014,Kharif     ,Total foodgrain,22930,44394,1.936066289
233482,Uttarakhand,DEHRADUN,2014,Rabi       ,Total foodgrain,20195,30704,1.520376331
233483,Uttarakhand,DEHRADUN,2014,Rabi       ,Wheat,18821,29415,1.562881887
233490,Uttarakhand,DEHRADUN,2014,Whole Year ,Rice,9179,17672,1.92526419
233492,Uttarakhand,DEHRADUN,2014,Whole Year ,Total foodgrain,43128,75104,1.741420887
233499,Uttarakhand,HARIDWAR,2000,Kharif     ,Rice,23046,48675,2.112080187
233513,Uttarakhand,HARIDWAR,2000,Rabi       ,Wheat,45701,113134,2.4755257
233523,Uttarakhand,HARIDWAR,2001,Kharif     ,Rice,21616,45520,2.10584752
233540,Uttarakhand,HARIDWAR,2001,Rabi       ,Wheat,43020,108978,2.533193863
233549,Uttarakhand,HARIDWAR,2002,Kharif     ,Rice,16208,34127,2.105565153
233563,Uttarakhand,HARIDWAR,2002,Rabi       ,Wheat,41267,96891,2.347905106
233567,Uttarakhand,HARIDWAR,2002,Whole Year ,Sugarcane,72498,4487626,61.89999724
233575,Uttarakhand,HARIDWAR,2003,Kharif     ,Rice,18833,38260,2.031540381
233584,Uttarakhand,HARIDWAR,2003,Rabi       ,Wheat,44239,100645,2.275028821
233592,Uttarakhand,HARIDWAR,2003,Whole Year ,Sugarcane,69922,4328172,61.90000286
233600,Uttarakhand,HARIDWAR,2004,Kharif     ,Rice,19891,45130,2.268865316
233612,Uttarakhand,HARIDWAR,2004,Rabi       ,Wheat,45326,97771,2.157062172
233617,Uttarakhand,HARIDWAR,2004,Whole Year ,Sugarcane,67703,4204356,62.09999557
233622,Uttarakhand,HARIDWAR,2005,Kharif     ,Rice,17137,31462,1.835910603
233633,Uttarakhand,HARIDWAR,2005,Rabi       ,Wheat,42147,101746,2.414074549
233638,Uttarakhand,HARIDWAR,2005,Whole Year ,Sugarcane,70591,4390760,62.19999717
233644,Uttarakhand,HARIDWAR,2006,Kharif     ,Rice,12611,24586,1.949567838
233658,Uttarakhand,HARIDWAR,2006,Rabi       ,Wheat,42028,115351,2.744622633
233660,Uttarakhand,HARIDWAR,2006,Whole Year ,Sugarcane,74944,4601562,61.40000534
233667,Uttarakhand,HARIDWAR,2007,Kharif     ,Rice,10953,24659,2.251346663
233678,Uttarakhand,HARIDWAR,2007,Rabi       ,Wheat,42591,110529,2.595125731
233684,Uttarakhand,HARIDWAR,2007,Whole Year ,Sugarcane,74811,4630801,61.90000134
233690,Uttarakhand,HARIDWAR,2008,Kharif     ,Rice,17140,37098,2.164410735
233702,Uttarakhand,HARIDWAR,2008,Rabi       ,Wheat,48301,133799,2.770108279
233707,Uttarakhand,HARIDWAR,2008,Whole Year ,Sugarcane,69035,3569110,51.70000724
233714,Uttarakhand,HARIDWAR,2009,Kharif     ,Rice,19245,42373,2.201766693
233728,Uttarakhand,HARIDWAR,2009,Rabi       ,Wheat,48268,131649,2.727459186
233729,Uttarakhand,HARIDWAR,2009,Whole Year ,Sugarcane,66518,4011035,60.29999399
233734,Uttarakhand,HARIDWAR,2010,Kharif     ,Rice,18237,29285,1.605801393
233749,Uttarakhand,HARIDWAR,2010,Rabi       ,Wheat,45410,116064,2.555912795
233750,Uttarakhand,HARIDWAR,2010,Whole Year ,Sugarcane,68331,4120359,60.29999561
233756,Uttarakhand,HARIDWAR,2011,Kharif     ,Rice,15440,30652,1.985233161
233767,Uttarakhand,HARIDWAR,2011,Rabi       ,Wheat,43595,121697,2.791535727
233772,Uttarakhand,HARIDWAR,2011,Whole Year ,Sugarcane,69409,4199245,60.5000072
233778,Uttarakhand,HARIDWAR,2012,Kharif     ,Rice,13575,30673,2.259521179
233788,Uttarakhand,HARIDWAR,2012,Rabi       ,Wheat,42752,123830,2.89647268
233792,Uttarakhand,HARIDWAR,2012,Whole Year ,Sugarcane,72123,4363442,60.50000693
233799,Uttarakhand,HARIDWAR,2013,Kharif     ,Rice,11781,23232,1.971988796
233809,Uttarakhand,HARIDWAR,2013,Rabi       ,Wheat,43982,118889,2.703128553
233815,Uttarakhand,HARIDWAR,2013,Whole Year ,Sugarcane,75730,4286318,56.6
233821,Uttarakhand,HARIDWAR,2014,Kharif     ,Rice,12985,28856,2.22225645
233823,Uttarakhand,HARIDWAR,2014,Kharif     ,Sugarcane,72710,4304432,59.2
233824,Uttarakhand,HARIDWAR,2014,Kharif     ,Total foodgrain,13548,29585,2.183717154
233836,Uttarakhand,HARIDWAR,2014,Rabi       ,Total foodgrain,44662,91654,2.05216963
233837,Uttarakhand,HARIDWAR,2014,Rabi       ,Wheat,44297,91526,2.066189584
233847,Uttarakhand,HARIDWAR,2014,Whole Year ,Rice,13033,29007,2.225657945
233849,Uttarakhand,HARIDWAR,2014,Whole Year ,Total foodgrain,58318,121430,2.082204465
233858,Uttarakhand,NAINITAL,2000,Kharif     ,Potato,1173,25079,21.38022165
233860,Uttarakhand,NAINITAL,2000,Kharif     ,Rice,15012,36426,2.426458833
233875,Uttarakhand,NAINITAL,2000,Rabi       ,Wheat,24706,58551,2.369910143
233879,Uttarakhand,NAINITAL,2000,Whole Year ,Sugarcane,6741,402438,59.7000445
233888,Uttarakhand,NAINITAL,2001,Kharif     ,Potato,1513,33860,22.37937872
233890,Uttarakhand,NAINITAL,2001,Kharif     ,Rice,15546,37644,2.421458896
233905,Uttarakhand,NAINITAL,2001,Rabi       ,Wheat,27861,61450,2.205592046
233909,Uttarakhand,NAINITAL,2001,Whole Year ,Sugarcane,6580,392826,59.7
233917,Uttarakhand,NAINITAL,2002,Kharif     ,Potato,1407,31489,22.38024165
233919,Uttarakhand,NAINITAL,2002,Kharif     ,Rice,11960,28567,2.388545151
233930,Uttarakhand,NAINITAL,2002,Rabi       ,Potato,1013,22671,22.38005923
233933,Uttarakhand,NAINITAL,2002,Rabi       ,Wheat,26423,66752,2.526283919
233937,Uttarakhand,NAINITAL,2002,Whole Year ,Sugarcane,6403,370734,57.90004685
233948,Uttarakhand,NAINITAL,2003,Kharif     ,Rice,11985,30665,2.558614935
233958,Uttarakhand,NAINITAL,2003,Rabi       ,Wheat,26607,66039,2.482016011
233963,Uttarakhand,NAINITAL,2003,Whole Year ,Potato,2966,50484,17.02090357
233964,Uttarakhand,NAINITAL,2003,Whole Year ,Sugarcane,5133,297201,57.90005845
233974,Uttarakhand,NAINITAL,2004,Kharif     ,Rice,12032,29665,2.465508644
233985,Uttarakhand,NAINITAL,2004,Rabi       ,Wheat,26637,66306,2.489244284
233990,Uttarakhand,NAINITAL,2004,Whole Year ,Potato,2621,32875,12.54292255
233991,Uttarakhand,NAINITAL,2004,Whole Year ,Sugarcane,4559,256672,56.3000658
234000,Uttarakhand,NAINITAL,2005,Kharif     ,Rice,12251,32381,2.643131173
234011,Uttarakhand,NAINITAL,2005,Rabi       ,Wheat,26205,58752,2.242014883
234016,Uttarakhand,NAINITAL,2005,Whole Year ,Potato,3094,41889,13.53878474
234017,Uttarakhand,NAINITAL,2005,Whole Year ,Sugarcane,4550,271180,59.6
234025,Uttarakhand,NAINITAL,2006,Kharif     ,Rice,11584,29414,2.539191989
234039,Uttarakhand,NAINITAL,2006,Rabi       ,Wheat,24352,54786,2.249753614
234043,Uttarakhand,NAINITAL,2006,Whole Year ,Sugarcane,4680,282204,60.3
234055,Uttarakhand,NAINITAL,2007,Kharif     ,Potato,1355,18845,13.90774908
234057,Uttarakhand,NAINITAL,2007,Kharif     ,Rice,12778,32173,2.517843168
234068,Uttarakhand,NAINITAL,2007,Rabi       ,Wheat,25055,60168,2.401436839
234073,Uttarakhand,NAINITAL,2007,Whole Year ,Sugarcane,5354,331948,62
234086,Uttarakhand,NAINITAL,2008,Kharif     ,Rice,13320,29248,2.195795796
234097,Uttarakhand,NAINITAL,2008,Rabi       ,Wheat,24237,61970,2.556834592
234102,Uttarakhand,NAINITAL,2008,Whole Year ,Sugarcane,4652,247021,53.09995701
234112,Uttarakhand,NAINITAL,2009,Kharif     ,Potato,2268,18570,8.187830688
234114,Uttarakhand,NAINITAL,2009,Kharif     ,Rice,13190,38931,2.951554208
234124,Uttarakhand,NAINITAL,2009,Rabi       ,Potato,1568,19384,12.3622449
234127,Uttarakhand,NAINITAL,2009,Rabi       ,Wheat,23931,61979,2.589904308
234131,Uttarakhand,NAINITAL,2009,Whole Year ,Sugarcane,4004,250650,62.5999001
234143,Uttarakhand,NAINITAL,2010,Kharif     ,Rice,12543,29300,2.335964283
234157,Uttarakhand,NAINITAL,2010,Rabi       ,Wheat,23947,67161,2.804568422
234161,Uttarakhand,NAINITAL,2010,Whole Year ,Sugarcane,3953,247458,62.60005059
234171,Uttarakhand,NAINITAL,2011,Kharif     ,Rice,12914,36461,2.823369986
234185,Uttarakhand,NAINITAL,2011,Rabi       ,Wheat,24277,66130,2.723977427
234190,Uttarakhand,NAINITAL,2011,Whole Year ,Sugarcane,3952,245024,62
234201,Uttarakhand,NAINITAL,2012,Kharif     ,Rice,11777,34682,2.944892587
234213,Uttarakhand,NAINITAL,2012,Rabi       ,Wheat,23052,72264,3.134825612
234218,Uttarakhand,NAINITAL,2012,Whole Year ,Sugarcane,3960,247500,62.5
234230,Uttarakhand,NAINITAL,2013,Kharif     ,Rice,12158,31691,2.60659648
234243,Uttarakhand,NAINITAL,2013,Rabi       ,Wheat,23558,69400,2.945920706
234248,Uttarakhand,NAINITAL,2013,Whole Year ,Sugarcane,3915,221589,56.6
234261,Uttarakhand,NAINITAL,2014,Kharif     ,Rice,11597,32544,2.806242994
234265,Uttarakhand,NAINITAL,2014,Kharif     ,Sugarcane,3721,238516,64.09997313
234266,Uttarakhand,NAINITAL,2014,Kharif     ,Total foodgrain,20341,46056,2.264195467
234277,Uttarakhand,NAINITAL,2014,Rabi       ,Total foodgrain,25523,57090,2.236806018
234278,Uttarakhand,NAINITAL,2014,Rabi       ,Wheat,23524,55137,2.343861588
234285,Uttarakhand,NAINITAL,2014,Whole Year ,Rice,11793,33161,2.811922327
234286,Uttarakhand,NAINITAL,2014,Whole Year ,Total foodgrain,46060,103763,2.252778984
234294,Uttarakhand,PAURI GARHWAL,2000,Kharif     ,Ragi,25430,31871,1.253283523
234295,Uttarakhand,PAURI GARHWAL,2000,Kharif     ,Rice,21654,23225,1.072550106
234297,Uttarakhand,PAURI GARHWAL,2000,Kharif     ,Small millets,18981,21676,1.141984089
234308,Uttarakhand,PAURI GARHWAL,2000,Rabi       ,Wheat,33371,29105,0.872164454
234319,Uttarakhand,PAURI GARHWAL,2001,Kharif     ,Ragi,31368,38446,1.225643968
234320,Uttarakhand,PAURI GARHWAL,2001,Kharif     ,Rice,22633,25051,1.106835152
234322,Uttarakhand,PAURI GARHWAL,2001,Kharif     ,Small millets,19026,23206,1.219699359
234333,Uttarakhand,PAURI GARHWAL,2001,Rabi       ,Wheat,35127,35332,1.005835967
234342,Uttarakhand,PAURI GARHWAL,2002,Kharif     ,Ragi,28491,22656,0.795198484
234343,Uttarakhand,PAURI GARHWAL,2002,Kharif     ,Rice,24263,17844,0.735440795
234357,Uttarakhand,PAURI GARHWAL,2002,Rabi       ,Wheat,34679,41324,1.191614522
234365,Uttarakhand,PAURI GARHWAL,2003,Kharif     ,Other Cereals & Millets,19414,22958,1.182548676
234368,Uttarakhand,PAURI GARHWAL,2003,Kharif     ,Ragi,29243,34038,1.163970865
234369,Uttarakhand,PAURI GARHWAL,2003,Kharif     ,Rice,23354,26596,1.138819902
234379,Uttarakhand,PAURI GARHWAL,2003,Rabi       ,Wheat,35720,33221,0.930039194
234388,Uttarakhand,PAURI GARHWAL,2004,Kharif     ,Other Cereals & Millets,19636,22973,1.169942962
234390,Uttarakhand,PAURI GARHWAL,2004,Kharif     ,Ragi,28370,32138,1.132816355
234391,Uttarakhand,PAURI GARHWAL,2004,Kharif     ,Rice,21854,25259,1.155806717
234404,Uttarakhand,PAURI GARHWAL,2004,Rabi       ,Wheat,33530,41765,1.245600954
234412,Uttarakhand,PAURI GARHWAL,2005,Kharif     ,Other Cereals & Millets,19208,20049,1.04378384
234414,Uttarakhand,PAURI GARHWAL,2005,Kharif     ,Ragi,28363,32283,1.138208229
234415,Uttarakhand,PAURI GARHWAL,2005,Kharif     ,Rice,22335,22878,1.024311619
234437,Uttarakhand,PAURI GARHWAL,2006,Kharif     ,Ragi,27967,40196,1.437265348
234438,Uttarakhand,PAURI GARHWAL,2006,Kharif     ,Rice,23476,24496,1.043448628
234440,Uttarakhand,PAURI GARHWAL,2006,Kharif     ,Small millets,20104,22993,1.143702746
234452,Uttarakhand,PAURI GARHWAL,2006,Rabi       ,Wheat,33706,41418,1.228801994
234464,Uttarakhand,PAURI GARHWAL,2007,Kharif     ,Other Cereals & Millets,17527,19506,1.112911508
234468,Uttarakhand,PAURI GARHWAL,2007,Kharif     ,Ragi,26135,32789,1.25460111
234469,Uttarakhand,PAURI GARHWAL,2007,Kharif     ,Rice,21179,20499,0.967892724
234481,Uttarakhand,PAURI GARHWAL,2007,Rabi       ,Wheat,31068,29201,0.939906013
234490,Uttarakhand,PAURI GARHWAL,2008,Kharif     ,Other Cereals & Millets,17249,20418,1.183720795
234494,Uttarakhand,PAURI GARHWAL,2008,Kharif     ,Ragi,25359,33073,1.304191806
234495,Uttarakhand,PAURI GARHWAL,2008,Kharif     ,Rice,19373,20652,1.066019718
234508,Uttarakhand,PAURI GARHWAL,2008,Rabi       ,Wheat,29334,20847,0.71067703
234519,Uttarakhand,PAURI GARHWAL,2009,Kharif     ,Ragi,23441,26100,1.113433727
234520,Uttarakhand,PAURI GARHWAL,2009,Kharif     ,Rice,18829,20304,1.078336608
234522,Uttarakhand,PAURI GARHWAL,2009,Kharif     ,Small millets,16559,18299,1.105078809
234534,Uttarakhand,PAURI GARHWAL,2009,Rabi       ,Wheat,28246,25523,0.903596969
234542,Uttarakhand,PAURI GARHWAL,2010,Kharif     ,Other Cereals & Millets,16696,18265,1.093974605
234546,Uttarakhand,PAURI GARHWAL,2010,Kharif     ,Ragi,22794,26877,1.179126086
234547,Uttarakhand,PAURI GARHWAL,2010,Kharif     ,Rice,17180,18646,1.085331781
234558,Uttarakhand,PAURI GARHWAL,2010,Rabi       ,Wheat,28243,32893,1.164642566
234568,Uttarakhand,PAURI GARHWAL,2011,Kharif     ,Ragi,21641,28377,1.311261032
234569,Uttarakhand,PAURI GARHWAL,2011,Kharif     ,Rice,15980,18438,1.153817272
234571,Uttarakhand,PAURI GARHWAL,2011,Kharif     ,Small millets,15536,19438,1.251158599
234582,Uttarakhand,PAURI GARHWAL,2011,Rabi       ,Wheat,25293,32345,1.27881232
234592,Uttarakhand,PAURI GARHWAL,2012,Kharif     ,Ragi,22065,30360,1.375934738
234593,Uttarakhand,PAURI GARHWAL,2012,Kharif     ,Rice,15526,18211,1.172935721
234595,Uttarakhand,PAURI GARHWAL,2012,Kharif     ,Small millets,15014,18013,1.199746903
234605,Uttarakhand,PAURI GARHWAL,2012,Rabi       ,Wheat,22730,31016,1.364540255
234615,Uttarakhand,PAURI GARHWAL,2013,Kharif     ,Ragi,19798,25075,1.266542075
234616,Uttarakhand,PAURI GARHWAL,2013,Kharif     ,Rice,13923,17909,1.286288875
234618,Uttarakhand,PAURI GARHWAL,2013,Kharif     ,Small millets,15122,18321,1.211546092
234628,Uttarakhand,PAURI GARHWAL,2013,Rabi       ,Wheat,22431,30675,1.367527083
234641,Uttarakhand,PAURI GARHWAL,2014,Kharif     ,Ragi,20634,28065,1.36013376
234646,Uttarakhand,PAURI GARHWAL,2014,Kharif     ,Total foodgrain,58945,71602,1.214725592
234657,Uttarakhand,PAURI GARHWAL,2014,Rabi       ,Total foodgrain,28344,32870,1.159681061
234658,Uttarakhand,PAURI GARHWAL,2014,Rabi       ,Wheat,20852,25147,1.205975446
234665,Uttarakhand,PAURI GARHWAL,2014,Whole Year ,Total foodgrain,87289,104472,1.196851837
234672,Uttarakhand,PITHORAGARH,2000,Kharif     ,Rice,23052,26656,1.156342183
234685,Uttarakhand,PITHORAGARH,2000,Rabi       ,Wheat,26883,36139,1.344306811
234694,Uttarakhand,PITHORAGARH,2001,Kharif     ,Rice,23070,28672,1.242826181
234708,Uttarakhand,PITHORAGARH,2001,Rabi       ,Wheat,28203,42374,1.502464277
234719,Uttarakhand,PITHORAGARH,2002,Kharif     ,Rice,23911,29266,1.223955502
234733,Uttarakhand,PITHORAGARH,2002,Rabi       ,Wheat,27462,36862,1.342291166
234745,Uttarakhand,PITHORAGARH,2003,Kharif     ,Rice,19629,25879,1.318406439
234757,Uttarakhand,PITHORAGARH,2003,Rabi       ,Wheat,25348,31179,1.230037873
234768,Uttarakhand,PITHORAGARH,2004,Kharif     ,Rice,25060,32672,1.303750998
234780,Uttarakhand,PITHORAGARH,2004,Rabi       ,Wheat,27728,46059,1.661100692
234791,Uttarakhand,PITHORAGARH,2005,Kharif     ,Rice,22696,28472,1.254494184
234801,Uttarakhand,PITHORAGARH,2005,Rabi       ,Wheat,26082,31728,1.21647113
234812,Uttarakhand,PITHORAGARH,2006,Kharif     ,Rice,21000,27134,1.292095238
234825,Uttarakhand,PITHORAGARH,2006,Rabi       ,Wheat,24923,38536,1.546202303
234840,Uttarakhand,PITHORAGARH,2007,Kharif     ,Rice,21247,28915,1.360898009
234853,Uttarakhand,PITHORAGARH,2007,Rabi       ,Wheat,23025,33348,1.448338762
234867,Uttarakhand,PITHORAGARH,2008,Kharif     ,Rice,20875,29805,1.427784431
234879,Uttarakhand,PITHORAGARH,2008,Rabi       ,Wheat,22543,23218,1.029942776
234893,Uttarakhand,PITHORAGARH,2009,Kharif     ,Rice,21239,27527,1.296059136
234906,Uttarakhand,PITHORAGARH,2009,Rabi       ,Wheat,25225,33811,1.340376611
234918,Uttarakhand,PITHORAGARH,2010,Kharif     ,Rice,22525,28454,1.263218646
234931,Uttarakhand,PITHORAGARH,2010,Rabi       ,Wheat,24540,33734,1.374653627
234943,Uttarakhand,PITHORAGARH,2011,Kharif     ,Rice,21606,27841,1.288577247
234955,Uttarakhand,PITHORAGARH,2011,Rabi       ,Wheat,24488,33616,1.372754002
234968,Uttarakhand,PITHORAGARH,2012,Kharif     ,Rice,20204,26027,1.288210255
234980,Uttarakhand,PITHORAGARH,2012,Rabi       ,Wheat,23696,36813,1.553553342
234993,Uttarakhand,PITHORAGARH,2013,Kharif     ,Rice,20597,28280,1.373015488
235004,Uttarakhand,PITHORAGARH,2013,Rabi       ,Wheat,22572,36007,1.59520645
235020,Uttarakhand,PITHORAGARH,2014,Kharif     ,Rice,20131,25550,1.269186826
235024,Uttarakhand,PITHORAGARH,2014,Kharif     ,Total foodgrain,36220,47563,1.31316952
235035,Uttarakhand,PITHORAGARH,2014,Rabi       ,Total foodgrain,29462,38719,1.314201344
235036,Uttarakhand,PITHORAGARH,2014,Rabi       ,Wheat,21796,30989,1.421774638
235041,Uttarakhand,PITHORAGARH,2014,Whole Year ,Rice,20131,25550,1.269186826
235042,Uttarakhand,PITHORAGARH,2014,Whole Year ,Total foodgrain,65682,86282,1.31363235
235342,Uttarakhand,RUDRA PRAYAG,2014,Kharif     ,Total foodgrain,19089,26832,1.405626277
235357,Uttarakhand,RUDRA PRAYAG,2014,Whole Year ,Total foodgrain,30389,40411,1.329790385
235364,Uttarakhand,TEHRI GARHWAL,2000,Kharif     ,Potato,796,21986,27.62060302
235365,Uttarakhand,TEHRI GARHWAL,2000,Kharif     ,Ragi,15802,21047,1.33192001
235366,Uttarakhand,TEHRI GARHWAL,2000,Kharif     ,Rice,14289,24913,1.743508993
235368,Uttarakhand,TEHRI GARHWAL,2000,Kharif     ,Small millets,21097,24628,1.167369768
235378,Uttarakhand,TEHRI GARHWAL,2000,Rabi       ,Potato,907,25051,27.61962514
235380,Uttarakhand,TEHRI GARHWAL,2000,Rabi       ,Wheat,31952,30370,0.950488232
235392,Uttarakhand,TEHRI GARHWAL,2001,Kharif     ,Rice,12750,20753,1.627686275
235394,Uttarakhand,TEHRI GARHWAL,2001,Kharif     ,Small millets,19117,21697,1.134958414
235406,Uttarakhand,TEHRI GARHWAL,2001,Rabi       ,Wheat,27140,32631,1.202321297
235420,Uttarakhand,TEHRI GARHWAL,2002,Kharif     ,Small millets,18199,18632,1.023792516
235431,Uttarakhand,TEHRI GARHWAL,2002,Rabi       ,Wheat,26962,35700,1.32408575
235439,Uttarakhand,TEHRI GARHWAL,2003,Kharif     ,Other Cereals & Millets,19630,28583,1.456087621
235442,Uttarakhand,TEHRI GARHWAL,2003,Kharif     ,Ragi,15768,24630,1.562024353
235443,Uttarakhand,TEHRI GARHWAL,2003,Kharif     ,Rice,13038,19395,1.487574781
235454,Uttarakhand,TEHRI GARHWAL,2003,Rabi       ,Wheat,29585,39970,1.351022478
235458,Uttarakhand,TEHRI GARHWAL,2003,Whole Year ,Potato,1675,22613,13.50029851
