,State_Name,District_Name,Crop,Area,Production
0,Andaman and Nicobar Islands,NICOBARS,Arecanut,8927.37,10919.45
1,Andaman and Nicobar Islands,NICOBARS,Banana,1534.42,9069.12
2,Andaman and Nicobar Islands,NICOBARS,Black pepper,309.66,54.5
3,Andaman and Nicobar Islands,NICOBARS,Cashewnut,5459,1372.83
4,Andaman and Nicobar Islands,NICOBARS,Coconut ,134072.01,500680000
5,Andaman and Nicobar Islands,NICOBARS,Dry chillies,565,667
6,Andaman and Nicobar Islands,NICOBARS,Dry ginger,362.3,1056.04
7,Andaman and Nicobar Islands,NICOBARS,Maize,3.84,18.22
8,Andaman and Nicobar Islands,NICOBARS,Moong(Green Gram),1.5,1.1
9,Andaman and Nicobar Islands,NICOBARS,Other Kharif pulses,4,2
10,Andaman and Nicobar Islands,NICOBARS,Rice,484.73,1316.64
11,Andaman and Nicobar Islands,NICOBARS,Sugarcane,20.6,85.25
12,Andaman and Nicobar Islands,NICOBARS,Sweet potato,56,342
13,Andaman and Nicobar Islands,NICOBARS,Tapioca,161.03,1194
14,Andaman and Nicobar Islands,NICOBARS,Turmeric,14.5,71.53
15,Andaman and Nicobar Islands,NICOBARS,Urad,1.5,1.16
16,Andaman and Nicobar Islands,NICOBARS,other oilseeds,5.2,0.41
17,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Arecanut,8656,15740.7
18,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Arhar/Tur,294.5,90.8
19,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Banana,3145.57,28623
20,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Black pepper,343,204.64
21,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Cashewnut,286,170
22,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Coconut ,21250,77250000
23,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Dry chillies,489.72,1226.3
24,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Dry ginger,904.66,4184.84
25,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Groundnut,4.75,6.8
26,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Maize,86.7,96.4
27,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Moong(Green Gram),1168.6,556.55
28,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Other Kharif pulses,1086,647
29,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Rice,34142.3,98009.62
30,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Sugarcane,366.63,8504.2
31,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Sunflower,2.9,1.9
32,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Sweet potato,317,1568
33,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Tapioca,601.5,4883
34,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Turmeric,136,784.5
35,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,Urad,1059.5,458.79
36,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,other oilseeds,168.62,76.4
37,Andaman and Nicobar Islands,SOUTH ANDAMANS,Arecanut,16546.45,21732.66
38,Andaman and Nicobar Islands,SOUTH ANDAMANS,Arhar/Tur,20.5,13.2
39,Andaman and Nicobar Islands,SOUTH ANDAMANS,Banana,7465.9,59732.53
40,Andaman and Nicobar Islands,SOUTH ANDAMANS,Black pepper,3032.55,465.36
41,Andaman and Nicobar Islands,SOUTH ANDAMANS,Cashewnut,527,141.96
42,Andaman and Nicobar Islands,SOUTH ANDAMANS,Coconut ,35400.24,139860000
43,Andaman and Nicobar Islands,SOUTH ANDAMANS,Dry chillies,1542.3,2482
44,Andaman and Nicobar Islands,SOUTH ANDAMANS,Dry ginger,1562.9,7434.72
45,Andaman and Nicobar Islands,SOUTH ANDAMANS,Groundnut,15.5,7.6
46,Andaman and Nicobar Islands,SOUTH ANDAMANS,Maize,73,253
47,Andaman and Nicobar Islands,SOUTH ANDAMANS,Moong(Green Gram),29.9,17.85
48,Andaman and Nicobar Islands,SOUTH ANDAMANS,Rice,43087.9,123679.8
49,Andaman and Nicobar Islands,SOUTH ANDAMANS,Sugarcane,1117.28,22049.22
50,Andaman and Nicobar Islands,SOUTH ANDAMANS,Sunflower,1,0.5
51,Andaman and Nicobar Islands,SOUTH ANDAMANS,Sweet potato,194.3,1155.35
52,Andaman and Nicobar Islands,SOUTH ANDAMANS,Tapioca,317,1860
53,Andaman and Nicobar Islands,SOUTH ANDAMANS,Turmeric,101.7,737
54,Andaman and Nicobar Islands,SOUTH ANDAMANS,Urad,34,15.05
55,Andaman and Nicobar Islands,SOUTH ANDAMANS,other oilseeds,334.04,171.5
56,Andhra Pradesh,ANANTAPUR,Arecanut,4165,3396
57,Andhra Pradesh,ANANTAPUR,Arhar/Tur,629606,149660
58,Andhra Pradesh,ANANTAPUR,Bajra,31125,25188
59,Andhra Pradesh,ANANTAPUR,Banana,33012,1701534
60,Andhra Pradesh,ANANTAPUR,Beans & Mutter(Vegetable),1,5
61,Andhra Pradesh,ANANTAPUR,Bhindi,227,1811
62,Andhra Pradesh,ANANTAPUR,Brinjal,4408,77228
63,Andhra Pradesh,ANANTAPUR,Cabbage,25,393
64,Andhra Pradesh,ANANTAPUR,Cashewnut,37,13
65,Andhra Pradesh,ANANTAPUR,Castor seed,123699,43334
66,Andhra Pradesh,ANANTAPUR,Citrus Fruit,1494,15959
67,Andhra Pradesh,ANANTAPUR,Coconut ,10221,63954534
68,Andhra Pradesh,ANANTAPUR,Coriander,60937,22502
69,Andhra Pradesh,ANANTAPUR,Cotton(lint),247209,319419
70,Andhra Pradesh,ANANTAPUR,Cowpea(Lobia),3303,1224
71,Andhra Pradesh,ANANTAPUR,Cucumber,69,0
72,Andhra Pradesh,ANANTAPUR,Dry chillies,54000,140356
73,Andhra Pradesh,ANANTAPUR,Gram,1090543,796804
74,Andhra Pradesh,ANANTAPUR,Grapes,1023,24259
75,Andhra Pradesh,ANANTAPUR,Groundnut,13539722,7223629
76,Andhra Pradesh,ANANTAPUR,Horse-gram,56803,27625
77,Andhra Pradesh,ANANTAPUR,Jowar,418036,382195
78,Andhra Pradesh,ANANTAPUR,Korra,12301,6366
79,Andhra Pradesh,ANANTAPUR,Lemon,1229,9373
80,Andhra Pradesh,ANANTAPUR,Linseed,153,41
81,Andhra Pradesh,ANANTAPUR,Maize,221128,906448
82,Andhra Pradesh,ANANTAPUR,Mango,34168,287706
83,Andhra Pradesh,ANANTAPUR,Masoor,23215,3871
84,Andhra Pradesh,ANANTAPUR,Mesta,62,509
85,Andhra Pradesh,ANANTAPUR,Moong(Green Gram),22220,12725
86,Andhra Pradesh,ANANTAPUR,Onion,27674,490437
87,Andhra Pradesh,ANANTAPUR,Orange,27208,337181
88,Andhra Pradesh,ANANTAPUR,Other  Rabi pulses,20,6
89,Andhra Pradesh,ANANTAPUR,Other Fresh Fruits,5659,5138
90,Andhra Pradesh,ANANTAPUR,Other Kharif pulses,13282,2384
91,Andhra Pradesh,ANANTAPUR,Other Vegetables,3550,0
92,Andhra Pradesh,ANANTAPUR,Papaya,3976,330505
93,Andhra Pradesh,ANANTAPUR,Pome Fruit,2673,146556
94,Andhra Pradesh,ANANTAPUR,Pome Granet,4301,57809
95,Andhra Pradesh,ANANTAPUR,Potato,257,4024
96,Andhra Pradesh,ANANTAPUR,Ragi,73637,142076
97,Andhra Pradesh,ANANTAPUR,Rapeseed &Mustard,8,357
98,Andhra Pradesh,ANANTAPUR,Rice,873755,2338133
99,Andhra Pradesh,ANANTAPUR,Safflower,9407,1584
100,Andhra Pradesh,ANANTAPUR,Samai,266,88
101,Andhra Pradesh,ANANTAPUR,Sapota,6438,81913
102,Andhra Pradesh,ANANTAPUR,Sesamum,25,6
103,Andhra Pradesh,ANANTAPUR,Small millets,13269,7524
104,Andhra Pradesh,ANANTAPUR,Soyabean,8527,12338
105,Andhra Pradesh,ANANTAPUR,Sugarcane,6082,548634
106,Andhra Pradesh,ANANTAPUR,Sunflower,717833,358766
107,Andhra Pradesh,ANANTAPUR,Sweet potato,252,2156
108,Andhra Pradesh,ANANTAPUR,Tobacco,2404,3729
109,Andhra Pradesh,ANANTAPUR,Tomato,24770,473236
110,Andhra Pradesh,ANANTAPUR,Turmeric,522,4676
111,Andhra Pradesh,ANANTAPUR,Urad,3451,2166
112,Andhra Pradesh,ANANTAPUR,Wheat,4429,2787
113,Andhra Pradesh,ANANTAPUR,other fibres,132,0
114,Andhra Pradesh,ANANTAPUR,other misc. pulses,1292,214
115,Andhra Pradesh,ANANTAPUR,other oilseeds,13946,10487
116,Andhra Pradesh,CHITTOOR,Arhar/Tur,119609,23108
117,Andhra Pradesh,CHITTOOR,Bajra,41709,62509
118,Andhra Pradesh,CHITTOOR,Banana,9311,397236
119,Andhra Pradesh,CHITTOOR,Beans & Mutter(Vegetable),2873,14630
120,Andhra Pradesh,CHITTOOR,Bhindi,722,5574
121,Andhra Pradesh,CHITTOOR,Brinjal,8454,146040
122,Andhra Pradesh,CHITTOOR,Cabbage,938,16940
123,Andhra Pradesh,CHITTOOR,Cashewnut,1527,393
124,Andhra Pradesh,CHITTOOR,Castor seed,4783,2263
125,Andhra Pradesh,CHITTOOR,Citrus Fruit,453,4922
126,Andhra Pradesh,CHITTOOR,Coconut ,50167,314217049
127,Andhra Pradesh,CHITTOOR,Coriander,1466,646
128,Andhra Pradesh,CHITTOOR,Cotton(lint),2499,3895
129,Andhra Pradesh,CHITTOOR,Cowpea(Lobia),4189,1272
130,Andhra Pradesh,CHITTOOR,Cucumber,9,0
131,Andhra Pradesh,CHITTOOR,Dry chillies,49528,107839
132,Andhra Pradesh,CHITTOOR,Gram,98,145
133,Andhra Pradesh,CHITTOOR,Grapes,153,3123
134,Andhra Pradesh,CHITTOOR,Groundnut,3191994,3116508
135,Andhra Pradesh,CHITTOOR,Horse-gram,116067,60761
136,Andhra Pradesh,CHITTOOR,Jowar,27090,21692
137,Andhra Pradesh,CHITTOOR,Korra,142,131
138,Andhra Pradesh,CHITTOOR,Lemon,149,1141
139,Andhra Pradesh,CHITTOOR,Linseed,161,385
140,Andhra Pradesh,CHITTOOR,Maize,23388,115584
141,Andhra Pradesh,CHITTOOR,Mango,284414,2122534
142,Andhra Pradesh,CHITTOOR,Masoor,5096,637
143,Andhra Pradesh,CHITTOOR,Mesta,25,213
144,Andhra Pradesh,CHITTOOR,Moong(Green Gram),10677,5531
145,Andhra Pradesh,CHITTOOR,Onion,6888,129942
146,Andhra Pradesh,CHITTOOR,Orange,10,135
147,Andhra Pradesh,CHITTOOR,Other  Rabi pulses,178,86
148,Andhra Pradesh,CHITTOOR,Other Fresh Fruits,573,302
149,Andhra Pradesh,CHITTOOR,Other Kharif pulses,37830,10338
150,Andhra Pradesh,CHITTOOR,Other Vegetables,1604,0
151,Andhra Pradesh,CHITTOOR,Papaya,1659,95051
152,Andhra Pradesh,CHITTOOR,Peas  (vegetable),1,0
153,Andhra Pradesh,CHITTOOR,Pome Fruit,135,7344
154,Andhra Pradesh,CHITTOOR,Pome Granet,303,3529
155,Andhra Pradesh,CHITTOOR,Potato,17700,193881
156,Andhra Pradesh,CHITTOOR,Ragi,174168,182759
157,Andhra Pradesh,CHITTOOR,Rapeseed &Mustard,18,40
158,Andhra Pradesh,CHITTOOR,Rice,1164826,3186365
159,Andhra Pradesh,CHITTOOR,Samai,9182,2307
160,Andhra Pradesh,CHITTOOR,Sapota,603,6160
161,Andhra Pradesh,CHITTOOR,Sesamum,12391,4431
162,Andhra Pradesh,CHITTOOR,Small millets,17663,5209
163,Andhra Pradesh,CHITTOOR,Soyabean,22,38
164,Andhra Pradesh,CHITTOOR,Sugarcane,559622,48539692
165,Andhra Pradesh,CHITTOOR,Sunflower,43023,30404
166,Andhra Pradesh,CHITTOOR,Sweet potato,3235,30437
167,Andhra Pradesh,CHITTOOR,Tapioca,39,375
168,Andhra Pradesh,CHITTOOR,Tobacco,1138,1851
169,Andhra Pradesh,CHITTOOR,Tomato,76636,1236656
170,Andhra Pradesh,CHITTOOR,Turmeric,739,5691
171,Andhra Pradesh,CHITTOOR,Urad,15308,11870
172,Andhra Pradesh,CHITTOOR,Wheat,27,727
173,Andhra Pradesh,CHITTOOR,other misc. pulses,1666,466
174,Andhra Pradesh,CHITTOOR,other oilseeds,329,277
175,Andhra Pradesh,EAST GODAVARI,Arecanut,156,238
176,Andhra Pradesh,EAST GODAVARI,Arhar/Tur,19008,10212
177,Andhra Pradesh,EAST GODAVARI,Bajra,26752,18969
178,Andhra Pradesh,EAST GODAVARI,Banana,153251,2533853
179,Andhra Pradesh,EAST GODAVARI,Beans & Mutter(Vegetable),540,3181
180,Andhra Pradesh,EAST GODAVARI,Bhindi,1777,25433
181,Andhra Pradesh,EAST GODAVARI,Bottle Gourd,160,0
182,Andhra Pradesh,EAST GODAVARI,Brinjal,12294,148903
183,Andhra Pradesh,EAST GODAVARI,Cabbage,363,2889
184,Andhra Pradesh,EAST GODAVARI,Cashewnut,491622,96272
185,Andhra Pradesh,EAST GODAVARI,Castor seed,434,257
186,Andhra Pradesh,EAST GODAVARI,Citrus Fruit,1748,8523
187,Andhra Pradesh,EAST GODAVARI,Coconut ,640447,8214998064
188,Andhra Pradesh,EAST GODAVARI,Coriander,317,225
189,Andhra Pradesh,EAST GODAVARI,Cotton(lint),195096,371955
190,Andhra Pradesh,EAST GODAVARI,Cowpea(Lobia),717,648
191,Andhra Pradesh,EAST GODAVARI,Cucumber,67,0
192,Andhra Pradesh,EAST GODAVARI,Dry chillies,24091,66591
193,Andhra Pradesh,EAST GODAVARI,Dry ginger,22,64
194,Andhra Pradesh,EAST GODAVARI,Gram,3260,4910
195,Andhra Pradesh,EAST GODAVARI,Groundnut,12916,23004
196,Andhra Pradesh,EAST GODAVARI,Horse-gram,15163,8610
197,Andhra Pradesh,EAST GODAVARI,Jowar,13578,12739
198,Andhra Pradesh,EAST GODAVARI,Korra,4535,3963
199,Andhra Pradesh,EAST GODAVARI,Lemon,2809,15667
200,Andhra Pradesh,EAST GODAVARI,Linseed,14,3
201,Andhra Pradesh,EAST GODAVARI,Maize,142937,923363
202,Andhra Pradesh,EAST GODAVARI,Mango,84826,651283
203,Andhra Pradesh,EAST GODAVARI,Masoor,1696,573
204,Andhra Pradesh,EAST GODAVARI,Mesta,295,2533
205,Andhra Pradesh,EAST GODAVARI,Moong(Green Gram),885788,241475
206,Andhra Pradesh,EAST GODAVARI,Niger seed,1687,1234
207,Andhra Pradesh,EAST GODAVARI,Onion,8212,136950
208,Andhra Pradesh,EAST GODAVARI,Orange,1990,32716
209,Andhra Pradesh,EAST GODAVARI,Other  Rabi pulses,2638,1354
210,Andhra Pradesh,EAST GODAVARI,Other Fresh Fruits,481,2068
211,Andhra Pradesh,EAST GODAVARI,Other Kharif pulses,25,12
212,Andhra Pradesh,EAST GODAVARI,Other Vegetables,6347,0
213,Andhra Pradesh,EAST GODAVARI,Papaya,849,79955
214,Andhra Pradesh,EAST GODAVARI,Pome Fruit,752,10260
215,Andhra Pradesh,EAST GODAVARI,Pome Granet,10,104
216,Andhra Pradesh,EAST GODAVARI,Ragi,8581,8683
217,Andhra Pradesh,EAST GODAVARI,Rapeseed &Mustard,3,1
218,Andhra Pradesh,EAST GODAVARI,Rice,7334255,24690929
219,Andhra Pradesh,EAST GODAVARI,Safflower,44,12
220,Andhra Pradesh,EAST GODAVARI,Samai,7947,2726
221,Andhra Pradesh,EAST GODAVARI,Sannhamp,175,357
222,Andhra Pradesh,EAST GODAVARI,Sapota,874,9212
223,Andhra Pradesh,EAST GODAVARI,Sesamum,46161,9609
224,Andhra Pradesh,EAST GODAVARI,Small millets,14329,7739
225,Andhra Pradesh,EAST GODAVARI,Soyabean,574,604
226,Andhra Pradesh,EAST GODAVARI,Sugarcane,268503,22801584
227,Andhra Pradesh,EAST GODAVARI,Sunflower,6391,6238
228,Andhra Pradesh,EAST GODAVARI,Sweet potato,746,8405
229,Andhra Pradesh,EAST GODAVARI,Tapioca,194915,1917387
230,Andhra Pradesh,EAST GODAVARI,Tobacco,121384,262007
231,Andhra Pradesh,EAST GODAVARI,Tomato,4669,57189
232,Andhra Pradesh,EAST GODAVARI,Turmeric,3692,23301
233,Andhra Pradesh,EAST GODAVARI,Urad,796331,212782
234,Andhra Pradesh,EAST GODAVARI,other misc. pulses,11,1
235,Andhra Pradesh,EAST GODAVARI,other oilseeds,29582,602594
236,Andhra Pradesh,GUNTUR,Arhar/Tur,463760,374636
237,Andhra Pradesh,GUNTUR,Bajra,31963,38962
238,Andhra Pradesh,GUNTUR,Banana,73146,1936195
239,Andhra Pradesh,GUNTUR,Beans & Mutter(Vegetable),978,5853
240,Andhra Pradesh,GUNTUR,Bhindi,3952,24420
241,Andhra Pradesh,GUNTUR,Bottle Gourd,550,0
242,Andhra Pradesh,GUNTUR,Brinjal,5566,82069
243,Andhra Pradesh,GUNTUR,Cabbage,674,4370
244,Andhra Pradesh,GUNTUR,Cashewnut,2284,607
245,Andhra Pradesh,GUNTUR,Castor seed,45858,29982
246,Andhra Pradesh,GUNTUR,Citrus Fruit,4027,19594
247,Andhra Pradesh,GUNTUR,Coconut ,3198,38200935
248,Andhra Pradesh,GUNTUR,Coriander,473,349
249,Andhra Pradesh,GUNTUR,Cotton(lint),2835461,8776576
250,Andhra Pradesh,GUNTUR,Cowpea(Lobia),148,77
251,Andhra Pradesh,GUNTUR,Cucumber,3443,0
252,Andhra Pradesh,GUNTUR,Dry chillies,1035570,4456696
253,Andhra Pradesh,GUNTUR,Gram,154501,273050
254,Andhra Pradesh,GUNTUR,Groundnut,93592,215890
255,Andhra Pradesh,GUNTUR,Horse-gram,93,53
256,Andhra Pradesh,GUNTUR,Jowar,154320,714752
257,Andhra Pradesh,GUNTUR,Lemon,6035,109323
258,Andhra Pradesh,GUNTUR,Linseed,137,32
259,Andhra Pradesh,GUNTUR,Maize,777648,6607226
260,Andhra Pradesh,GUNTUR,Mango,4099,30056
261,Andhra Pradesh,GUNTUR,Masoor,37941,22006
262,Andhra Pradesh,GUNTUR,Mesta,70,611
263,Andhra Pradesh,GUNTUR,Moong(Green Gram),346031,225868
264,Andhra Pradesh,GUNTUR,Onion,16992,269413
265,Andhra Pradesh,GUNTUR,Orange,1247,19673
266,Andhra Pradesh,GUNTUR,Other Fresh Fruits,2709,12637
267,Andhra Pradesh,GUNTUR,Other Vegetables,10437,0
268,Andhra Pradesh,GUNTUR,Papaya,973,97641
269,Andhra Pradesh,GUNTUR,Pome Fruit,592,4799
270,Andhra Pradesh,GUNTUR,Ragi,1099,1638
271,Andhra Pradesh,GUNTUR,Rapeseed &Mustard,12771,5007
272,Andhra Pradesh,GUNTUR,Rice,5505963,18245831
273,Andhra Pradesh,GUNTUR,Safflower,6,2
274,Andhra Pradesh,GUNTUR,Sannhamp,2594,357
275,Andhra Pradesh,GUNTUR,Sapota,4288,35592
276,Andhra Pradesh,GUNTUR,Sesamum,119835,36472
277,Andhra Pradesh,GUNTUR,Small millets,4425,457
278,Andhra Pradesh,GUNTUR,Soyabean,7936,5915
279,Andhra Pradesh,GUNTUR,Sugarcane,24765,1904789
280,Andhra Pradesh,GUNTUR,Sunflower,2039,1899
281,Andhra Pradesh,GUNTUR,Sweet potato,444,8214
282,Andhra Pradesh,GUNTUR,Tapioca,5,36
283,Andhra Pradesh,GUNTUR,Tobacco,93806,200168
284,Andhra Pradesh,GUNTUR,Tomato,6472,96407
285,Andhra Pradesh,GUNTUR,Turmeric,68753,451076
286,Andhra Pradesh,GUNTUR,Urad,1762658,1245396
287,Andhra Pradesh,GUNTUR,Varagu,650,504
288,Andhra Pradesh,GUNTUR,Wheat,43,56
289,Andhra Pradesh,GUNTUR,other fibres,6268,0
290,Andhra Pradesh,GUNTUR,other oilseeds,1398,2814
291,Andhra Pradesh,KADAPA,Arhar/Tur,217419,62638
292,Andhra Pradesh,KADAPA,Bajra,76787,129353
293,Andhra Pradesh,KADAPA,Banana,61940,3531337
294,Andhra Pradesh,KADAPA,Beans & Mutter(Vegetable),183,924
295,Andhra Pradesh,KADAPA,Bhindi,447,3616
296,Andhra Pradesh,KADAPA,Bottle Gourd,1,0
297,Andhra Pradesh,KADAPA,Brinjal,3842,77340
298,Andhra Pradesh,KADAPA,Cabbage,1,26
299,Andhra Pradesh,KADAPA,Cashewnut,97,28
300,Andhra Pradesh,KADAPA,Castor seed,36770,14969
301,Andhra Pradesh,KADAPA,Citrus Fruit,11834,128584
302,Andhra Pradesh,KADAPA,Coconut ,1546,9665215
303,Andhra Pradesh,KADAPA,Coriander,155105,63612
304,Andhra Pradesh,KADAPA,Cotton(lint),374350,496470
305,Andhra Pradesh,KADAPA,Cowpea(Lobia),7781,3022
306,Andhra Pradesh,KADAPA,Cucumber,39,0
307,Andhra Pradesh,KADAPA,Dry chillies,51146,97897
308,Andhra Pradesh,KADAPA,Dry ginger,2,11
309,Andhra Pradesh,KADAPA,Garlic,10,21
310,Andhra Pradesh,KADAPA,Gram,1020012,874282
311,Andhra Pradesh,KADAPA,Grapes,3,59
312,Andhra Pradesh,KADAPA,Groundnut,2308896,1775509
313,Andhra Pradesh,KADAPA,Horse-gram,27916,13034
314,Andhra Pradesh,KADAPA,Jowar,185328,197918
315,Andhra Pradesh,KADAPA,Korra,1888,1244
316,Andhra Pradesh,KADAPA,Lemon,5484,41888
317,Andhra Pradesh,KADAPA,Linseed,2875,1162
318,Andhra Pradesh,KADAPA,Maize,19288,123429
319,Andhra Pradesh,KADAPA,Mango,97854,891041
320,Andhra Pradesh,KADAPA,Masoor,12274,3732
321,Andhra Pradesh,KADAPA,Mesta,3,26
322,Andhra Pradesh,KADAPA,Moong(Green Gram),15020,9126
323,Andhra Pradesh,KADAPA,Onion,49130,537398
324,Andhra Pradesh,KADAPA,Orange,6556,82442
325,Andhra Pradesh,KADAPA,Other  Rabi pulses,132,74
326,Andhra Pradesh,KADAPA,Other Fresh Fruits,3487,1112
327,Andhra Pradesh,KADAPA,Other Kharif pulses,3591,1060
328,Andhra Pradesh,KADAPA,Other Vegetables,778,0
329,Andhra Pradesh,KADAPA,Papaya,11301,1255582
330,Andhra Pradesh,KADAPA,Pome Fruit,220,11977
331,Andhra Pradesh,KADAPA,Pome Granet,183,2239
332,Andhra Pradesh,KADAPA,Potato,5,81
333,Andhra Pradesh,KADAPA,Ragi,8146,12994
334,Andhra Pradesh,KADAPA,Rapeseed &Mustard,26,9
335,Andhra Pradesh,KADAPA,Rice,1081070,2799759
336,Andhra Pradesh,KADAPA,Safflower,463,551
337,Andhra Pradesh,KADAPA,Samai,8,5
338,Andhra Pradesh,KADAPA,Sapota,1291,13298
339,Andhra Pradesh,KADAPA,Sesamum,93475,40007
340,Andhra Pradesh,KADAPA,Small millets,3743,3183
341,Andhra Pradesh,KADAPA,Soyabean,807,1651
342,Andhra Pradesh,KADAPA,Sugarcane,11514,995892
343,Andhra Pradesh,KADAPA,Sunflower,1131767,766363
344,Andhra Pradesh,KADAPA,Sweet potato,880,7969
345,Andhra Pradesh,KADAPA,Tobacco,3810,4509
346,Andhra Pradesh,KADAPA,Tomato,21516,508294
347,Andhra Pradesh,KADAPA,Turmeric,50403,382920
348,Andhra Pradesh,KADAPA,Urad,37354,24937
349,Andhra Pradesh,KADAPA,Wheat,1122,1436
350,Andhra Pradesh,KADAPA,other misc. pulses,33,8
351,Andhra Pradesh,KADAPA,other oilseeds,1781,1470
352,Andhra Pradesh,KRISHNA,Arecanut,53,61
353,Andhra Pradesh,KRISHNA,Arhar/Tur,97757,54589
354,Andhra Pradesh,KRISHNA,Bajra,14,19
355,Andhra Pradesh,KRISHNA,Banana,17185,332574
356,Andhra Pradesh,KRISHNA,Beans & Mutter(Vegetable),472,2907
357,Andhra Pradesh,KRISHNA,Bhindi,1266,10766
358,Andhra Pradesh,KRISHNA,Bottle Gourd,241,0
359,Andhra Pradesh,KRISHNA,Brinjal,5112,58042
360,Andhra Pradesh,KRISHNA,Cabbage,1057,6590
361,Andhra Pradesh,KRISHNA,Cashewnut,4788,1185
362,Andhra Pradesh,KRISHNA,Castor seed,129,415
363,Andhra Pradesh,KRISHNA,Citrus Fruit,1258,6136
364,Andhra Pradesh,KRISHNA,Coconut ,23966,311568951
365,Andhra Pradesh,KRISHNA,Coriander,107,68
366,Andhra Pradesh,KRISHNA,Cotton(lint),766104,2086285
367,Andhra Pradesh,KRISHNA,Cucumber,1368,0
368,Andhra Pradesh,KRISHNA,Dry chillies,190012,656622
369,Andhra Pradesh,KRISHNA,Dry ginger,505,2813
370,Andhra Pradesh,KRISHNA,Ginger,43,401
371,Andhra Pradesh,KRISHNA,Gram,9988,17530
372,Andhra Pradesh,KRISHNA,Groundnut,130791,252516
373,Andhra Pradesh,KRISHNA,Horse-gram,8053,3287
374,Andhra Pradesh,KRISHNA,Jowar,13445,29196
375,Andhra Pradesh,KRISHNA,Lemon,1659,11799
376,Andhra Pradesh,KRISHNA,Linseed,12,4
377,Andhra Pradesh,KRISHNA,Maize,293419,1834350
378,Andhra Pradesh,KRISHNA,Mango,295891,1966695
379,Andhra Pradesh,KRISHNA,Masoor,10307,7978
380,Andhra Pradesh,KRISHNA,Mesta,100,800
381,Andhra Pradesh,KRISHNA,Moong(Green Gram),346088,184817
382,Andhra Pradesh,KRISHNA,Onion,1058,16956
383,Andhra Pradesh,KRISHNA,Orange,96,1584
384,Andhra Pradesh,KRISHNA,Other  Rabi pulses,17,8
385,Andhra Pradesh,KRISHNA,Other Fresh Fruits,747,2670
386,Andhra Pradesh,KRISHNA,Other Kharif pulses,389,232
387,Andhra Pradesh,KRISHNA,Other Vegetables,4866,0
388,Andhra Pradesh,KRISHNA,Papaya,312,29729
389,Andhra Pradesh,KRISHNA,Peas  (vegetable),3,0
390,Andhra Pradesh,KRISHNA,Pome Fruit,1967,20332
391,Andhra Pradesh,KRISHNA,Pome Granet,11,114
392,Andhra Pradesh,KRISHNA,Ragi,6,11
393,Andhra Pradesh,KRISHNA,Rapeseed &Mustard,8452,9556
394,Andhra Pradesh,KRISHNA,Rice,6287944,20280606
395,Andhra Pradesh,KRISHNA,Safflower,12,3
396,Andhra Pradesh,KRISHNA,Sapota,1522,15511
397,Andhra Pradesh,KRISHNA,Sesamum,29748,6284
398,Andhra Pradesh,KRISHNA,Soyabean,9,5
399,Andhra Pradesh,KRISHNA,Sugarcane,283494,27246685
400,Andhra Pradesh,KRISHNA,Sunflower,5081,3772
401,Andhra Pradesh,KRISHNA,Sweet potato,144,1561
402,Andhra Pradesh,KRISHNA,Tapioca,13,101
403,Andhra Pradesh,KRISHNA,Tobacco,82770,197939
404,Andhra Pradesh,KRISHNA,Tomato,6510,75993
405,Andhra Pradesh,KRISHNA,Turmeric,28880,259469
406,Andhra Pradesh,KRISHNA,Urad,2153537,1890518
407,Andhra Pradesh,KRISHNA,other oilseeds,17642,272193
408,Andhra Pradesh,KURNOOL,Arhar/Tur,636926,276138
409,Andhra Pradesh,KURNOOL,Bajra,201096,192227
410,Andhra Pradesh,KURNOOL,Banana,23259,487620
411,Andhra Pradesh,KURNOOL,Beans & Mutter(Vegetable),1042,5279
412,Andhra Pradesh,KURNOOL,Bhindi,12414,99177
413,Andhra Pradesh,KURNOOL,Bottle Gourd,38,0
414,Andhra Pradesh,KURNOOL,Brinjal,5338,111662
415,Andhra Pradesh,KURNOOL,Cabbage,205,2789
416,Andhra Pradesh,KURNOOL,Castor seed,492764,219562
417,Andhra Pradesh,KURNOOL,Citrus Fruit,212,2415
