,State_Name,District_Name,Crop,Area,Production
12520,Manipur,IMPHAL EAST,Pome Fruit,38,119
12521,Manipur,IMPHAL EAST,Potato,2560,13400
12522,Manipur,IMPHAL EAST,Redish,45,423
12523,Manipur,IMPHAL EAST,Rice,287326,759412
12524,Manipur,IMPHAL EAST,Rubber,50,50
12525,Manipur,IMPHAL EAST,Soyabean,20,20
12526,Manipur,IMPHAL EAST,Sugarcane,30,980
12527,Manipur,IMPHAL EAST,Sweet potato,2,13
12528,Manipur,IMPHAL EAST,Tapioca,12,67
12529,Manipur,IMPHAL EAST,Tomato,168,1344
12530,Manipur,IMPHAL EAST,Turmeric,70,60
12531,Manipur,IMPHAL WEST,Banana,742,7416
12532,Manipur,IMPHAL WEST,Beans & Mutter(Vegetable),418,1892
12533,Manipur,IMPHAL WEST,Bhindi,156,536
12534,Manipur,IMPHAL WEST,Bitter Gourd,18,110
12535,Manipur,IMPHAL WEST,Bottle Gourd,19,154
12536,Manipur,IMPHAL WEST,Brinjal,97,469
12537,Manipur,IMPHAL WEST,Cabbage,430,5282
12538,Manipur,IMPHAL WEST,Carrot,67,487
12539,Manipur,IMPHAL WEST,Cauliflower,398,2872
12540,Manipur,IMPHAL WEST,Citrus Fruit,101,595
12541,Manipur,IMPHAL WEST,Cotton(lint),10,10
12542,Manipur,IMPHAL WEST,Dry chillies,3380,2040
12543,Manipur,IMPHAL WEST,Jack Fruit,110,649
12544,Manipur,IMPHAL WEST,Mango,22,131
12545,Manipur,IMPHAL WEST,Onion,630,1330
12546,Manipur,IMPHAL WEST,Other Fresh Fruits,476,2537
12547,Manipur,IMPHAL WEST,Other Kharif pulses,1830,930
12548,Manipur,IMPHAL WEST,Other Vegetables,79,528
12549,Manipur,IMPHAL WEST,Papaya,184,1175
12550,Manipur,IMPHAL WEST,Peas & beans (Pulses),2860,1460
12551,Manipur,IMPHAL WEST,Pineapple,425,3090
12552,Manipur,IMPHAL WEST,Pome Fruit,41,129
12553,Manipur,IMPHAL WEST,Potato,1740,9110
12554,Manipur,IMPHAL WEST,Rapeseed &Mustard,150,70
12555,Manipur,IMPHAL WEST,Redish,48,456
12556,Manipur,IMPHAL WEST,Rice,187596,575263
12557,Manipur,IMPHAL WEST,Soyabean,20,20
12558,Manipur,IMPHAL WEST,Sugarcane,430,14050
12559,Manipur,IMPHAL WEST,Sweet potato,23,121
12560,Manipur,IMPHAL WEST,Tapioca,20,98
12561,Manipur,IMPHAL WEST,Tomato,142,1136
12562,Manipur,IMPHAL WEST,Turmeric,60,50
12563,Manipur,SENAPATI,Arhar/Tur,40,20
12564,Manipur,SENAPATI,Banana,5630,70238
12565,Manipur,SENAPATI,Beans & Mutter(Vegetable),297,1512
12566,Manipur,SENAPATI,Bhindi,76,254
12567,Manipur,SENAPATI,Bitter Gourd,1,5
12568,Manipur,SENAPATI,Bottle Gourd,2,14
12569,Manipur,SENAPATI,Brinjal,53,295
12570,Manipur,SENAPATI,Cabbage,433,5390
12571,Manipur,SENAPATI,Carrot,44,320
12572,Manipur,SENAPATI,Cauliflower,48,432
12573,Manipur,SENAPATI,Citrus Fruit,232,1437
12574,Manipur,SENAPATI,Dry chillies,6110,4520
12575,Manipur,SENAPATI,Dry ginger,2720,4480
12576,Manipur,SENAPATI,Jack Fruit,2,9
12577,Manipur,SENAPATI,Maize,18451,53158
12578,Manipur,SENAPATI,Mango,1,5
12579,Manipur,SENAPATI,Onion,3230,6850
12580,Manipur,SENAPATI,Orange,20,82
12581,Manipur,SENAPATI,Other Fresh Fruits,1922,9946
12582,Manipur,SENAPATI,Other Kharif pulses,8650,4410
12583,Manipur,SENAPATI,Other Vegetables,27,151
12584,Manipur,SENAPATI,Papaya,401,2262
12585,Manipur,SENAPATI,Peas & beans (Pulses),9200,4670
12586,Manipur,SENAPATI,Pineapple,5825,42937
12587,Manipur,SENAPATI,Pome Fruit,218,689
12588,Manipur,SENAPATI,Potato,7670,40120
12589,Manipur,SENAPATI,Rapeseed &Mustard,3690,1640
12590,Manipur,SENAPATI,Redish,31,280
12591,Manipur,SENAPATI,Rice,247543,545247
12592,Manipur,SENAPATI,Sesamum,250,120
12593,Manipur,SENAPATI,Soyabean,430,510
12594,Manipur,SENAPATI,Sweet potato,278,1013
12595,Manipur,SENAPATI,Tapioca,56,261
12596,Manipur,SENAPATI,Tomato,73,601
12597,Manipur,SENAPATI,Turmeric,190,140
12598,Manipur,TAMENGLONG,Banana,8614,106474
12599,Manipur,TAMENGLONG,Beans & Mutter(Vegetable),258,1162
12600,Manipur,TAMENGLONG,Bhindi,81,333
12601,Manipur,TAMENGLONG,Bitter Gourd,2,11
12602,Manipur,TAMENGLONG,Bottle Gourd,5,36
12603,Manipur,TAMENGLONG,Brinjal,66,313
12604,Manipur,TAMENGLONG,Cabbage,59,680
12605,Manipur,TAMENGLONG,Carrot,37,314
12606,Manipur,TAMENGLONG,Cauliflower,25,222
12607,Manipur,TAMENGLONG,Citrus Fruit,256,1356
12608,Manipur,TAMENGLONG,Dry chillies,5860,3710
12609,Manipur,TAMENGLONG,Dry ginger,1840,3020
12610,Manipur,TAMENGLONG,Jack Fruit,5,23
12611,Manipur,TAMENGLONG,Maize,12,28
12612,Manipur,TAMENGLONG,Mango,20,103
12613,Manipur,TAMENGLONG,Orange,520,2132
12614,Manipur,TAMENGLONG,Other Fresh Fruits,2603,5359
12615,Manipur,TAMENGLONG,Other Kharif pulses,100,70
12616,Manipur,TAMENGLONG,Other Vegetables,31,135
12617,Manipur,TAMENGLONG,Papaya,451,2911
12618,Manipur,TAMENGLONG,Peas & beans (Pulses),1610,850
12619,Manipur,TAMENGLONG,Pineapple,1530,11570
12620,Manipur,TAMENGLONG,Pome Fruit,140,465
12621,Manipur,TAMENGLONG,Potato,180,930
12622,Manipur,TAMENGLONG,Redish,35,297
12623,Manipur,TAMENGLONG,Rice,92729,116490
12624,Manipur,TAMENGLONG,Sesamum,430,210
12625,Manipur,TAMENGLONG,Soyabean,115,47
12626,Manipur,TAMENGLONG,Sugarcane,150,4900
12627,Manipur,TAMENGLONG,Sweet potato,20,132
12628,Manipur,TAMENGLONG,Tapioca,62,323
12629,Manipur,TAMENGLONG,Tomato,47,383
12630,Manipur,THOUBAL,Banana,299,2563
12631,Manipur,THOUBAL,Beans & Mutter(Vegetable),811,3882
12632,Manipur,THOUBAL,Bhindi,460,1492
12633,Manipur,THOUBAL,Bitter Gourd,11,59
12634,Manipur,THOUBAL,Bottle Gourd,16,79
12635,Manipur,THOUBAL,Brinjal,113,540
12636,Manipur,THOUBAL,Cabbage,762,9137
12637,Manipur,THOUBAL,Carrot,100,886
12638,Manipur,THOUBAL,Cauliflower,695,6632
12639,Manipur,THOUBAL,Citrus Fruit,198,871
12640,Manipur,THOUBAL,Dry chillies,20441,12231
12641,Manipur,THOUBAL,Dry ginger,990,1650
12642,Manipur,THOUBAL,Jack Fruit,80,332
12643,Manipur,THOUBAL,Mango,41,207
12644,Manipur,THOUBAL,Onion,2090,4450
12645,Manipur,THOUBAL,Other Fresh Fruits,2230,3849
12646,Manipur,THOUBAL,Other Kharif pulses,2160,1090
12647,Manipur,THOUBAL,Other Vegetables,119,728
12648,Manipur,THOUBAL,Papaya,521,3074
12649,Manipur,THOUBAL,Peas & beans (Pulses),5612,2831
12650,Manipur,THOUBAL,Pineapple,4070,31535
12651,Manipur,THOUBAL,Pome Fruit,100,346
12652,Manipur,THOUBAL,Potato,6110,31960
12653,Manipur,THOUBAL,Rapeseed &Mustard,2090,930
12654,Manipur,THOUBAL,Redish,87,818
12655,Manipur,THOUBAL,Rice,239748,576849
12656,Manipur,THOUBAL,Soyabean,80,100
12657,Manipur,THOUBAL,Sugarcane,80,2620
12658,Manipur,THOUBAL,Sweet potato,9,53
12659,Manipur,THOUBAL,Tapioca,15,84
12660,Manipur,THOUBAL,Tomato,312,2496
12661,Manipur,THOUBAL,Turmeric,120,90
12662,Manipur,UKHRUL,Banana,6904,88267
12663,Manipur,UKHRUL,Beans & Mutter(Vegetable),264,1322
12664,Manipur,UKHRUL,Bhindi,68,244
12665,Manipur,UKHRUL,Bottle Gourd,1,7
12666,Manipur,UKHRUL,Brinjal,44,195
12667,Manipur,UKHRUL,Cabbage,260,3150
12668,Manipur,UKHRUL,Carrot,38,319
12669,Manipur,UKHRUL,Cauliflower,43,370
12670,Manipur,UKHRUL,Citrus Fruit,685,3388
12671,Manipur,UKHRUL,Dry chillies,6770,3860
12672,Manipur,UKHRUL,Dry ginger,1260,2080
12673,Manipur,UKHRUL,Jack Fruit,87,169
12674,Manipur,UKHRUL,Maize,8230,19050
12675,Manipur,UKHRUL,Mango,1,5
12676,Manipur,UKHRUL,Onion,40,80
12677,Manipur,UKHRUL,Orange,76,312
12678,Manipur,UKHRUL,Other Fresh Fruits,1978,6247
12679,Manipur,UKHRUL,Other Kharif pulses,910,460
12680,Manipur,UKHRUL,Other Vegetables,55,346
12681,Manipur,UKHRUL,Papaya,201,938
12682,Manipur,UKHRUL,Peas & beans (Pulses),4970,2530
12683,Manipur,UKHRUL,Pineapple,330,2260
12684,Manipur,UKHRUL,Pome Fruit,270,846
12685,Manipur,UKHRUL,Potato,2460,12870
12686,Manipur,UKHRUL,Redish,38,365
12687,Manipur,UKHRUL,Rice,139515,307771
12688,Manipur,UKHRUL,Sesamum,550,270
12689,Manipur,UKHRUL,Soyabean,620,740
12690,Manipur,UKHRUL,Sweet potato,465,1679
12691,Manipur,UKHRUL,Tapioca,21,158
12692,Manipur,UKHRUL,Tomato,24,204
12693,Manipur,UKHRUL,Turmeric,587,384
12694,Meghalaya,EAST GARO HILLS,Arecanut,17936,20183
12695,Meghalaya,EAST GARO HILLS,Arhar/Tur,1617,1417
12696,Meghalaya,EAST GARO HILLS,Banana,21754,287948
12697,Meghalaya,EAST GARO HILLS,Black pepper,452,248
12698,Meghalaya,EAST GARO HILLS,Cashewnut,1548,1572
12699,Meghalaya,EAST GARO HILLS,Castor seed,172,100
12700,Meghalaya,EAST GARO HILLS,Citrus Fruit,501,2134
12701,Meghalaya,EAST GARO HILLS,Coriander,16,86
12702,Meghalaya,EAST GARO HILLS,Cotton(lint),46025,45562
12703,Meghalaya,EAST GARO HILLS,Cowpea(Lobia),241,200
12704,Meghalaya,EAST GARO HILLS,Dry chillies,5406,3297
12705,Meghalaya,EAST GARO HILLS,Dry ginger,71514,377892
12706,Meghalaya,EAST GARO HILLS,Garlic,62,80
12707,Meghalaya,EAST GARO HILLS,Gram,4948,3391
12708,Meghalaya,EAST GARO HILLS,Jute,4346,35736
12709,Meghalaya,EAST GARO HILLS,Kapas,2734,3506
12710,Meghalaya,EAST GARO HILLS,Maize,18675,24843
12711,Meghalaya,EAST GARO HILLS,Masoor,85,76
12712,Meghalaya,EAST GARO HILLS,Mesta,2709,12793
12713,Meghalaya,EAST GARO HILLS,Other  Rabi pulses,2411,1461
12714,Meghalaya,EAST GARO HILLS,Papaya,291,2507
12715,Meghalaya,EAST GARO HILLS,Peas & beans (Pulses),1089,984
12716,Meghalaya,EAST GARO HILLS,Pineapple,1771,30018
12717,Meghalaya,EAST GARO HILLS,Potato,2013,15555
12718,Meghalaya,EAST GARO HILLS,Pulses total,1140,756
12719,Meghalaya,EAST GARO HILLS,Rapeseed &Mustard,12368,7514
12720,Meghalaya,EAST GARO HILLS,Rice,296135,488451
12721,Meghalaya,EAST GARO HILLS,Sesamum,4782,2672
12722,Meghalaya,EAST GARO HILLS,Small millets,7646,6652
12723,Meghalaya,EAST GARO HILLS,Soyabean,1783,1725
12724,Meghalaya,EAST GARO HILLS,Sugarcane,461,1281
12725,Meghalaya,EAST GARO HILLS,Sweet potato,4686,14715
12726,Meghalaya,EAST GARO HILLS,Tapioca,26268,136098
12727,Meghalaya,EAST GARO HILLS,Tobacco,3857,2633
12728,Meghalaya,EAST GARO HILLS,Turmeric,1652,9287
12729,Meghalaya,EAST GARO HILLS,Wheat,890,1032
12730,Meghalaya,EAST JAINTIA HILLS,Arecanut,23225,41475
12731,Meghalaya,EAST JAINTIA HILLS,Banana,5103,20026
12732,Meghalaya,EAST JAINTIA HILLS,Black pepper,274,163
12733,Meghalaya,EAST JAINTIA HILLS,Citrus Fruit,2207,11705
12734,Meghalaya,EAST JAINTIA HILLS,Coriander,6,25
12735,Meghalaya,EAST JAINTIA HILLS,Cowpea(Lobia),44,43
12736,Meghalaya,EAST JAINTIA HILLS,Dry chillies,1535,1302
12737,Meghalaya,EAST JAINTIA HILLS,Dry ginger,3481,31780
12738,Meghalaya,EAST JAINTIA HILLS,Garlic,20,17
12739,Meghalaya,EAST JAINTIA HILLS,Maize,47806,58167
12740,Meghalaya,EAST JAINTIA HILLS,Oilseeds total,869,821
12741,Meghalaya,EAST JAINTIA HILLS,Other  Rabi pulses,1022,720
12742,Meghalaya,EAST JAINTIA HILLS,Papaya,42,71
12743,Meghalaya,EAST JAINTIA HILLS,Peas & beans (Pulses),311,257
12744,Meghalaya,EAST JAINTIA HILLS,Pineapple,237,1810
12745,Meghalaya,EAST JAINTIA HILLS,Potato,4139,25749
12746,Meghalaya,EAST JAINTIA HILLS,Pulses total,134,98
12747,Meghalaya,EAST JAINTIA HILLS,Rapeseed &Mustard,811,658
12748,Meghalaya,EAST JAINTIA HILLS,Rice,245741,394531
12749,Meghalaya,EAST JAINTIA HILLS,Sesamum,536,275
12750,Meghalaya,EAST JAINTIA HILLS,Small millets,4675,5649
12751,Meghalaya,EAST JAINTIA HILLS,Soyabean,5508,6207
12752,Meghalaya,EAST JAINTIA HILLS,Sugarcane,123,96
12753,Meghalaya,EAST JAINTIA HILLS,Sweet potato,29182,83963
12754,Meghalaya,EAST JAINTIA HILLS,Tapioca,387,4914
12755,Meghalaya,EAST JAINTIA HILLS,Tobacco,83,25
12756,Meghalaya,EAST JAINTIA HILLS,Total foodgrain,39702,60719
12757,Meghalaya,EAST JAINTIA HILLS,Turmeric,13627,80242
12758,Meghalaya,EAST KHASI HILLS,Arecanut,73315,78150
12759,Meghalaya,EAST KHASI HILLS,Banana,11587,134555
12760,Meghalaya,EAST KHASI HILLS,Black pepper,1389,999
12761,Meghalaya,EAST KHASI HILLS,Citrus Fruit,8505,43579
12762,Meghalaya,EAST KHASI HILLS,Cowpea(Lobia),31,100
12763,Meghalaya,EAST KHASI HILLS,Dry chillies,1662,2315
12764,Meghalaya,EAST KHASI HILLS,Dry ginger,7748,61789
12765,Meghalaya,EAST KHASI HILLS,Garlic,20,32
12766,Meghalaya,EAST KHASI HILLS,Maize,35496,77926
12767,Meghalaya,EAST KHASI HILLS,Masoor,164,310
12768,Meghalaya,EAST KHASI HILLS,Oilseeds total,519,290
12769,Meghalaya,EAST KHASI HILLS,Other  Rabi pulses,2324,2707
12770,Meghalaya,EAST KHASI HILLS,Papaya,169,1195
12771,Meghalaya,EAST KHASI HILLS,Peas & beans (Pulses),2535,8276
12772,Meghalaya,EAST KHASI HILLS,Pineapple,1668,14460
12773,Meghalaya,EAST KHASI HILLS,Potato,192635,1885144
12774,Meghalaya,EAST KHASI HILLS,Pulses total,414,306
12775,Meghalaya,EAST KHASI HILLS,Rapeseed &Mustard,1241,774
12776,Meghalaya,EAST KHASI HILLS,Rice,100990,190612
12777,Meghalaya,EAST KHASI HILLS,Sesamum,851,713
12778,Meghalaya,EAST KHASI HILLS,Small millets,5806,6370
12779,Meghalaya,EAST KHASI HILLS,Soyabean,3328,3459
12780,Meghalaya,EAST KHASI HILLS,Sweet potato,13129,51970
12781,Meghalaya,EAST KHASI HILLS,Tapioca,7194,40442
12782,Meghalaya,EAST KHASI HILLS,Total foodgrain,15413,25139
12783,Meghalaya,EAST KHASI HILLS,Turmeric,1311,7482
12784,Meghalaya,NORTH GARO HILLS,Arecanut,1930,2480
12785,Meghalaya,NORTH GARO HILLS,Arhar/Tur,96,91
12786,Meghalaya,NORTH GARO HILLS,Banana,2017,24992
12787,Meghalaya,NORTH GARO HILLS,Black pepper,54,29
12788,Meghalaya,NORTH GARO HILLS,Cashewnut,231,245
12789,Meghalaya,NORTH GARO HILLS,Castor seed,22,17
12790,Meghalaya,NORTH GARO HILLS,Cotton(lint),1729,1516
12791,Meghalaya,NORTH GARO HILLS,Cowpea(Lobia),213,169
12792,Meghalaya,NORTH GARO HILLS,Dry chillies,247,143
12793,Meghalaya,NORTH GARO HILLS,Dry ginger,3125,6049
12794,Meghalaya,NORTH GARO HILLS,Gram,812,824
12795,Meghalaya,NORTH GARO HILLS,Jute,810,9124
12796,Meghalaya,NORTH GARO HILLS,Maize,586,1098
12797,Meghalaya,NORTH GARO HILLS,Masoor,49,73
12798,Meghalaya,NORTH GARO HILLS,Mesta,103,658
12799,Meghalaya,NORTH GARO HILLS,Peas & beans (Pulses),211,232
12800,Meghalaya,NORTH GARO HILLS,Potato,113,925
12801,Meghalaya,NORTH GARO HILLS,Rapeseed &Mustard,1122,1189
12802,Meghalaya,NORTH GARO HILLS,Rice,8680,19876
12803,Meghalaya,NORTH GARO HILLS,Sesamum,154,147
12804,Meghalaya,NORTH GARO HILLS,Small millets,204,212
12805,Meghalaya,NORTH GARO HILLS,Soyabean,196,211
12806,Meghalaya,NORTH GARO HILLS,Sugarcane,35,108
12807,Meghalaya,NORTH GARO HILLS,Sweet potato,169,573
12808,Meghalaya,NORTH GARO HILLS,Tapioca,1339,7670
12809,Meghalaya,NORTH GARO HILLS,Tobacco,267,246
12810,Meghalaya,NORTH GARO HILLS,Turmeric,97,609
12811,Meghalaya,NORTH GARO HILLS,Wheat,77,98
12812,Meghalaya,RI BHOI,Arecanut,1960,1195
12813,Meghalaya,RI BHOI,Banana,13825,236558
12814,Meghalaya,RI BHOI,Black pepper,1198,796
12815,Meghalaya,RI BHOI,Castor seed,37,42
12816,Meghalaya,RI BHOI,Citrus Fruit,292,659
12817,Meghalaya,RI BHOI,Cowpea(Lobia),21,30
12818,Meghalaya,RI BHOI,Dry chillies,1200,1606
12819,Meghalaya,RI BHOI,Dry ginger,15487,134372
12820,Meghalaya,RI BHOI,Garlic,13,17
12821,Meghalaya,RI BHOI,Maize,28703,69506
12822,Meghalaya,RI BHOI,Oilseeds total,153,112
12823,Meghalaya,RI BHOI,Other  Rabi pulses,503,320
12824,Meghalaya,RI BHOI,Papaya,313,2220
12825,Meghalaya,RI BHOI,Peas & beans (Pulses),243,234
12826,Meghalaya,RI BHOI,Pineapple,6800,68687
12827,Meghalaya,RI BHOI,Potato,411,2422
12828,Meghalaya,RI BHOI,Pulses total,100,60
12829,Meghalaya,RI BHOI,Rapeseed &Mustard,2753,1353
12830,Meghalaya,RI BHOI,Rice,187921,483443
12831,Meghalaya,RI BHOI,Sesamum,37,35
12832,Meghalaya,RI BHOI,Small millets,336,299
12833,Meghalaya,RI BHOI,Soyabean,2317,2547
12834,Meghalaya,RI BHOI,Sweet potato,2709,11746
12835,Meghalaya,RI BHOI,Tapioca,494,2772
12836,Meghalaya,RI BHOI,Total foodgrain,27588,47958
12837,Meghalaya,RI BHOI,Turmeric,1340,9326
12838,Meghalaya,RI BHOI,Wheat,13,13
12839,Meghalaya,SOUTH GARO HILLS,Arecanut,4704,6640
12840,Meghalaya,SOUTH GARO HILLS,Arhar/Tur,1729,1303
12841,Meghalaya,SOUTH GARO HILLS,Banana,5440,59239
12842,Meghalaya,SOUTH GARO HILLS,Black pepper,367,218
12843,Meghalaya,SOUTH GARO HILLS,Cashewnut,25954,25959
12844,Meghalaya,SOUTH GARO HILLS,Citrus Fruit,799,591
12845,Meghalaya,SOUTH GARO HILLS,Coriander,14,75
12846,Meghalaya,SOUTH GARO HILLS,Cotton(lint),3952,3795
12847,Meghalaya,SOUTH GARO HILLS,Cowpea(Lobia),648,574
12848,Meghalaya,SOUTH GARO HILLS,Dry chillies,4439,2775
12849,Meghalaya,SOUTH GARO HILLS,Dry ginger,3368,14995
12850,Meghalaya,SOUTH GARO HILLS,Garlic,19,29
12851,Meghalaya,SOUTH GARO HILLS,Gram,515,383
12852,Meghalaya,SOUTH GARO HILLS,Jute,6540,30080
12853,Meghalaya,SOUTH GARO HILLS,Kapas,240,220
12854,Meghalaya,SOUTH GARO HILLS,Maize,16494,19142
12855,Meghalaya,SOUTH GARO HILLS,Masoor,103,137
12856,Meghalaya,SOUTH GARO HILLS,Mesta,16662,79963
12857,Meghalaya,SOUTH GARO HILLS,Other  Rabi pulses,2437,1647
12858,Meghalaya,SOUTH GARO HILLS,Papaya,98,685
12859,Meghalaya,SOUTH GARO HILLS,Peas & beans (Pulses),413,1202
12860,Meghalaya,SOUTH GARO HILLS,Pineapple,2016,14883
12861,Meghalaya,SOUTH GARO HILLS,Potato,857,6446
12862,Meghalaya,SOUTH GARO HILLS,Pulses total,665,526
12863,Meghalaya,SOUTH GARO HILLS,Rapeseed &Mustard,4190,2894
12864,Meghalaya,SOUTH GARO HILLS,Rice,156119,216850
12865,Meghalaya,SOUTH GARO HILLS,Sesamum,3042,1777
12866,Meghalaya,SOUTH GARO HILLS,Small millets,3529,3315
12867,Meghalaya,SOUTH GARO HILLS,Soyabean,143,211
12868,Meghalaya,SOUTH GARO HILLS,Sugarcane,115,367
12869,Meghalaya,SOUTH GARO HILLS,Sweet potato,2340,7854
12870,Meghalaya,SOUTH GARO HILLS,Tapioca,5058,29722
12871,Meghalaya,SOUTH GARO HILLS,Tobacco,1967,1214
12872,Meghalaya,SOUTH GARO HILLS,Turmeric,1172,6029
12873,Meghalaya,SOUTH WEST GARO HILLS,Arecanut,2758,5332
12874,Meghalaya,SOUTH WEST GARO HILLS,Arhar/Tur,631,883
12875,Meghalaya,SOUTH WEST GARO HILLS,Banana,850,10507
12876,Meghalaya,SOUTH WEST GARO HILLS,Black pepper,117,67
12877,Meghalaya,SOUTH WEST GARO HILLS,Cashewnut,2975,7556
12878,Meghalaya,SOUTH WEST GARO HILLS,Castor seed,39,30
12879,Meghalaya,SOUTH WEST GARO HILLS,Cotton(lint),889,1190
12880,Meghalaya,SOUTH WEST GARO HILLS,Cowpea(Lobia),297,451
12881,Meghalaya,SOUTH WEST GARO HILLS,Dry chillies,351,252
12882,Meghalaya,SOUTH WEST GARO HILLS,Dry ginger,368,10109
12883,Meghalaya,SOUTH WEST GARO HILLS,Gram,553,634
12884,Meghalaya,SOUTH WEST GARO HILLS,Jute,3446,36567
12885,Meghalaya,SOUTH WEST GARO HILLS,Linseed,26,14
12886,Meghalaya,SOUTH WEST GARO HILLS,Maize,2978,7108
12887,Meghalaya,SOUTH WEST GARO HILLS,Masoor,895,857
12888,Meghalaya,SOUTH WEST GARO HILLS,Mesta,2610,15690
12889,Meghalaya,SOUTH WEST GARO HILLS,Peas & beans (Pulses),598,782
12890,Meghalaya,SOUTH WEST GARO HILLS,Potato,452,4127
12891,Meghalaya,SOUTH WEST GARO HILLS,Rapeseed &Mustard,5481,5272
12892,Meghalaya,SOUTH WEST GARO HILLS,Rice,12794,33509
12893,Meghalaya,SOUTH WEST GARO HILLS,Sesamum,883,855
12894,Meghalaya,SOUTH WEST GARO HILLS,Small millets,465,309
12895,Meghalaya,SOUTH WEST GARO HILLS,Soyabean,171,1025
12896,Meghalaya,SOUTH WEST GARO HILLS,Sugarcane,23,83
12897,Meghalaya,SOUTH WEST GARO HILLS,Sweet potato,384,1396
12898,Meghalaya,SOUTH WEST GARO HILLS,Tapioca,779,4864
12899,Meghalaya,SOUTH WEST GARO HILLS,Tobacco,305,304
12900,Meghalaya,SOUTH WEST GARO HILLS,Turmeric,243,1441
12901,Meghalaya,SOUTH WEST GARO HILLS,Wheat,386,766
12902,Meghalaya,SOUTH WEST KHASI HILLS,Arecanut,1129,1170
12903,Meghalaya,SOUTH WEST KHASI HILLS,Banana,555,2942
12904,Meghalaya,SOUTH WEST KHASI HILLS,Black pepper,169,146
12905,Meghalaya,SOUTH WEST KHASI HILLS,Cowpea(Lobia),6,15
12906,Meghalaya,SOUTH WEST KHASI HILLS,Dry chillies,41,48
12907,Meghalaya,SOUTH WEST KHASI HILLS,Dry ginger,119,1114
12908,Meghalaya,SOUTH WEST KHASI HILLS,Maize,2724,4458
12909,Meghalaya,SOUTH WEST KHASI HILLS,Peas & beans (Pulses),12,24
12910,Meghalaya,SOUTH WEST KHASI HILLS,Potato,4003,51242
12911,Meghalaya,SOUTH WEST KHASI HILLS,Rapeseed &Mustard,10,11
12912,Meghalaya,SOUTH WEST KHASI HILLS,Rice,1784,3243
12913,Meghalaya,SOUTH WEST KHASI HILLS,Sesamum,12,17
12914,Meghalaya,SOUTH WEST KHASI HILLS,Small millets,74,90
12915,Meghalaya,SOUTH WEST KHASI HILLS,Soyabean,10,14
12916,Meghalaya,SOUTH WEST KHASI HILLS,Sweet potato,583,1868
12917,Meghalaya,SOUTH WEST KHASI HILLS,Tapioca,540,3424
12918,Meghalaya,SOUTH WEST KHASI HILLS,Turmeric,96,424
12919,Meghalaya,WEST GARO HILLS,Arecanut,57950,102667
12920,Meghalaya,WEST GARO HILLS,Arhar/Tur,10806,9808
12921,Meghalaya,WEST GARO HILLS,Banana,26647,326274
12922,Meghalaya,WEST GARO HILLS,Black pepper,2650,1354
12923,Meghalaya,WEST GARO HILLS,Cashewnut,27894,62144
12924,Meghalaya,WEST GARO HILLS,Castor seed,312,181
12925,Meghalaya,WEST GARO HILLS,Citrus Fruit,1848,4694
12926,Meghalaya,WEST GARO HILLS,Coriander,17,120
12927,Meghalaya,WEST GARO HILLS,Cotton(lint),77577,74708
12928,Meghalaya,WEST GARO HILLS,Cowpea(Lobia),1636,2971
12929,Meghalaya,WEST GARO HILLS,Dry chillies,14531,9319
12930,Meghalaya,WEST GARO HILLS,Dry ginger,41103,197035
12931,Meghalaya,WEST GARO HILLS,Garlic,218,943
12932,Meghalaya,WEST GARO HILLS,Gram,6232,4947
12933,Meghalaya,WEST GARO HILLS,Jute,65079,574180
12934,Meghalaya,WEST GARO HILLS,Kapas,4366,3958
12935,Meghalaya,WEST GARO HILLS,Linseed,1047,508
12936,Meghalaya,WEST GARO HILLS,Maize,75181,121952
12937,Meghalaya,WEST GARO HILLS,Masoor,2192,1998
12938,Meghalaya,WEST GARO HILLS,Mesta,57376,272858
12939,Meghalaya,WEST GARO HILLS,Other  Rabi pulses,14645,12193
12940,Meghalaya,WEST GARO HILLS,Papaya,205,1826
12941,Meghalaya,WEST GARO HILLS,Peas & beans (Pulses),3872,4125
12942,Meghalaya,WEST GARO HILLS,Pineapple,4871,40330
12943,Meghalaya,WEST GARO HILLS,Potato,7607,58676
12944,Meghalaya,WEST GARO HILLS,Pulses total,3984,3165
12945,Meghalaya,WEST GARO HILLS,Rapeseed &Mustard,107839,78757
12946,Meghalaya,WEST GARO HILLS,Rice,719228,1451975
12947,Meghalaya,WEST GARO HILLS,Sesamum,18626,11160
12948,Meghalaya,WEST GARO HILLS,Small millets,18183,9950
12949,Meghalaya,WEST GARO HILLS,Soyabean,1911,3773
12950,Meghalaya,WEST GARO HILLS,Sugarcane,656,2083
12951,Meghalaya,WEST GARO HILLS,Sweet potato,8799,29044
12952,Meghalaya,WEST GARO HILLS,Tapioca,19440,101455
12953,Meghalaya,WEST GARO HILLS,Tobacco,5828,4262
12954,Meghalaya,WEST GARO HILLS,Turmeric,5730,29538
12955,Meghalaya,WEST GARO HILLS,Wheat,23415,40254
12956,Meghalaya,WEST JAINTIA HILLS,Arecanut,3159,5082
12957,Meghalaya,WEST JAINTIA HILLS,Banana,508,1666
12958,Meghalaya,WEST JAINTIA HILLS,Black pepper,13,10
12959,Meghalaya,WEST JAINTIA HILLS,Cowpea(Lobia),66,73
12960,Meghalaya,WEST JAINTIA HILLS,Dry chillies,81,75
12961,Meghalaya,WEST JAINTIA HILLS,Dry ginger,672,7284
12962,Meghalaya,WEST JAINTIA HILLS,Maize,5704,10397
